epoch,iteration,record_type,scheduler,scale_0.5000,scale_0.7000,scale_0.8000,scale_1.0000,scale_1.1000,scale_1.2000,scale_1.4000,scale_1.5000,scale_1.8000,scale_2.0000,scale_2.3000,scale_2.6000
62,24987,epoch_end,adaptive_sr,0.05680338785565685,0.086613179931095,0.08948774804840294,0.10069357581457085,0.09459215602197489,0.09486983472246062,0.0965086012952065,0.09270388266456663,0.08962706181564069,0.07718025419999934,0.06458409925629527,0.05633621837413045
63,25390,epoch_end,adaptive_sr,0.056763702822605004,0.08652937302644724,0.08942145447936531,0.10066750116318024,0.09458789745873816,0.0948794104244125,0.09653958339852345,0.0927392420009713,0.08967833092329217,0.077220818433544,0.064613830169597,0.05635885569932364
64,25793,epoch_end,adaptive_sr,0.05671959257978227,0.08643621642740162,0.08934418135293747,0.1006270435963075,0.09456737581950914,0.0948701155216243,0.09655424514489139,0.09277174168063758,0.08976282073613168,0.0772876692787121,0.06466283039983657,0.0563961674622284
65,26196,epoch_end,adaptive_sr,0.05668866015197488,0.0863708912577893,0.08928956848421744,0.10059727591135345,0.09455285276833023,0.09486449449761121,0.09656646214448938,0.09279571111103654,0.0898213379908339,0.07733396963120108,0.06469676726138378,0.05642200878977882
66,26599,epoch_end,adaptive_sr,0.056686752366952184,0.08636686914230582,0.08927703162042482,0.10056570829175855,0.09453017089974702,0.09484800344700307,0.09656237657957137,0.09280100794276705,0.08985262336299361,0.07735872295629626,0.06471491016238748,0.05643582322779277
67,27002,epoch_end,adaptive_sr,0.05666936094675019,0.08633014150191132,0.08924676587206191,0.10055028053726878,0.09452894904022893,0.09485666923337674,0.09658397957223827,0.09282102795965756,0.0898706656682997,0.07737299791145276,0.06472537256354004,0.0564437891932138
68,27405,epoch_end,adaptive_sr,0.05663603062966534,0.08625974704536093,0.08918641806777311,0.10051313185694136,0.09452097945600632,0.0948690247162521,0.09662396967985948,0.09286028808715571,0.08991246892924923,0.07740607407704998,0.0647496169187116,0.05646225053597482
69,27808,epoch_end,adaptive_sr,0.05662581498127213,0.08623817369447052,0.08915970088578049,0.10047521961027601,0.0944926645913909,0.09484645561573998,0.09661629477733102,0.09286851131956901,0.08996464137157249,0.07744735509333038,0.06477987582440509,0.05648529223486215
70,28211,epoch_end,adaptive_sr,0.056598391961223404,0.08618025472478379,0.08911660907803542,0.10046609074768399,0.09449290313465417,0.09485170952385603,0.09663106395423368,0.09288806618799124,0.0899993912408247,0.0774748505459824,0.06480002981582914,0.05650063908490218
71,28614,epoch_end,adaptive_sr,0.056572883861632124,0.0861263797783934,0.0890771176118301,0.10045953915758501,0.09449337439279917,0.09485547299850397,0.09664227370393297,0.09290469201079837,0.09003258010556962,0.07750111095973074,0.06481927864516421,0.056515296774060385
72,29017,epoch_end,adaptive_sr,0.05655899003265202,0.08609703563234114,0.08905056357691872,0.1004396850061605,0.09447840804721155,0.0948425694519495,0.0966377462018865,0.09291215003710038,0.09007331594428589,0.07753334304973204,0.06484290495127913,0.056533288068482464
73,29420,epoch_end,adaptive_sr,0.05653419173046913,0.08604465901874135,0.08900578616173224,0.10041249480505283,0.09447029766616165,0.09484734395908943,0.09666148208971923,0.0929384876517112,0.09010972142854906,0.07756214879623761,0.0648640197719439,0.056549366920592405
74,29823,epoch_end,adaptive_sr,0.056500833091921894,0.08597420122601689,0.08894678877760498,0.10038013367756096,0.09445187525992364,0.09483636577128327,0.09666837545375875,0.09296148688544933,0.09017893158955419,0.07761691148223052,0.06490416162989647,0.056579935154799144
75,30226,epoch_end,adaptive_sr,0.056471969994972476,0.08591323852161428,0.08888881856035953,0.1003295790995778,0.09442536997959099,0.09482569177569217,0.09668513260666985,0.09299096879753213,0.09024622475566194,0.07767015738236716,0.06494319171308055,0.05660965681288116
76,30629,epoch_end,adaptive_sr,0.05646024029509867,0.08588846422685725,0.08886642597100167,0.10031277181205117,0.09441945347495144,0.09482731420373283,0.0966976859770926,0.09300484329504238,0.09026526919561302,0.07768522625013077,0.06495423730637817,0.05661806799205002
77,31032,epoch_end,adaptive_sr,0.05648513095516705,0.08594103811713266,0.08890447672783221,0.10031768643574156,0.09441272858969577,0.09481321512565251,0.09667393464733082,0.09298299872385066,0.09024606888681821,0.07767003378015588,0.0649431007646641,0.0566095872459586
78,31435,epoch_end,adaptive_sr,0.05645488880244287,0.08587716212779425,0.08885733102265032,0.1003086754650052,0.09442254593768515,0.09483589033043092,0.09671169773906153,0.09301427487877047,0.09026339719957184,0.07768374480686384,0.06495315110206809,0.05661724058765552
79,31838,epoch_end,adaptive_sr,0.05646837409649808,0.0859056457409983,0.08887856250387954,0.10031332085278778,0.09442111722140434,0.09483074339531682,0.09670100105456271,0.09300303965518654,0.0902494126386201,0.07767267936927225,0.06494503981394835,0.056611063657525246
80,32241,epoch_end,adaptive_sr,0.05645899567448705,0.08588583726755457,0.08886746862308456,0.1003221473941031,0.09442271111896622,0.09482557563894947,0.09669042261961759,0.09300006984126186,0.09026668162825577,0.07768634349081373,0.06495505581313846,0.05661869088976765
