epoch,gt_tiny,gt_small,gt_medium,gt_large,jsar_before_tiny,jsar_before_small,jsar_before_medium,jsar_before_large,jsar_after_tiny,jsar_after_small,jsar_after_medium,jsar_after_large,boost_ratio_tiny,boost_ratio_small,boost_ratio_medium,boost_ratio_large,before_per_gt_tiny,before_per_gt_small,before_per_gt_medium,before_per_gt_large,after_per_gt_tiny,after_per_gt_small,after_per_gt_medium,after_per_gt_large
54,71512,25118,17841,5572,122479,150776,98160,28112,189603,150780,98160,28112,1.548044970974616,1.0000265294211281,1.0,1.0,1.7127055599060297,6.002707221912573,5.50193374810829,5.045226130653266,2.651345228772793,6.002866470260371,5.50193374810829,5.045226130653266
55,72003,25436,18101,5517,128515,152507,99428,28010,196768,152509,99428,28010,1.531089756059604,1.0000131141521373,1.0,1.0,1.7848561865477828,5.99571473502123,5.492956190265732,5.077034620264636,2.7327750232629198,5.9957933637364365,5.492956190265732,5.077034620264636
56,67375,25954,17960,5607,119750,156875,98656,28514,183512,156885,98656,28514,1.5324592901878915,1.0000637450199203,1.0,1.0,1.7773654916512058,6.044347692070587,5.493095768374165,5.085428928125557,2.72374025974026,6.044732989134623,5.493095768374165,5.085428928125557
57,71127,25534,18113,5527,124037,153692,99350,27925,189964,153699,99350,27925,1.5315107588864614,1.000045545636728,1.0,1.0,1.743880664164101,6.019111772538576,5.485010765748357,5.052469694228334,2.670771999381388,6.019385916816793,5.485010765748357,5.052469694228334
58,70736,24777,17860,5658,124923,148899,98435,28929,191261,148907,98435,28929,1.531031115166943,1.0000537276946118,1.0,1.0,1.7660455779235467,6.009565322678291,5.511478163493841,5.112937433722164,2.703870730603936,6.009888202768697,5.511478163493841,5.112937433722164
59,70940,26075,17583,5637,129557,157579,96052,28654,196998,157581,96052,28654,1.5205508000339618,1.000012692046529,1.0,1.0,1.8262898223851143,6.043298178331735,5.462776545526929,5.083200283838921,2.7769664505215674,6.0433748801534035,5.462776545526929,5.083200283838921
60,71109,25776,17574,5599,127202,155308,96621,28523,194325,155326,96621,28523,1.5276882438955361,1.000115898730265,1.0,1.0,1.7888312309271681,6.025294847920546,5.49795151928986,5.094302554027505,2.732776441800616,6.0259931719428925,5.49795151928986,5.094302554027505
61,70377,24804,18016,5498,127596,149048,98930,27703,194757,149052,98930,27703,1.5263566255995487,1.00002683699211,1.0,1.0,1.813035508759964,6.009030801483632,5.491230017761989,5.0387413604947255,2.76733876124302,6.0091920657958395,5.491230017761989,5.0387413604947255
62,73883,24702,18065,5571,128576,147741,99470,28268,197997,147751,99470,28268,1.5399219138875062,1.0000676860180993,1.0,1.0,1.740265013602588,5.9809327179985425,5.506227511763078,5.074133907736493,2.679872230418364,5.981337543518744,5.506227511763078,5.074133907736493
63,70923,25888,17904,5590,128172,156289,98344,28394,193491,156303,98344,28394,1.5096198857784853,1.0000895776414207,1.0,1.0,1.8071993570491942,6.037121446229913,5.4928507596067915,5.079427549194991,2.7281840869675564,6.0376622373300375,5.4928507596067915,5.079427549194991
64,72248,25367,17638,5574,125068,153023,97059,27998,191489,153027,97059,27998,1.5310790929734224,1.000026139861328,1.0,1.0,1.7310929022256671,6.0323648835100725,5.502834788524776,5.0229637603157515,2.650440150592404,6.032522568691607,5.502834788524776,5.0229637603157515
65,70462,25219,18051,5625,125591,151418,99119,28586,190996,151424,99119,28586,1.5207777627377759,1.0000396254078114,1.0,1.0,1.782393346768471,6.004123874856259,5.491053127250568,5.081955555555555,2.7106241662172517,6.004361790713351,5.491053127250568,5.081955555555555
66,70375,25118,17485,5600,127529,150793,95375,28463,195149,150802,95375,28463,1.5302323393110586,1.000059684468112,1.0,1.0,1.8121349911190052,6.003384027390716,5.454675436088076,5.082678571428572,2.77298756660746,6.0037423361732625,5.454675436088076,5.082678571428572
67,74281,25471,17760,5557,128404,152725,97510,28135,199007,152742,97510,28135,1.5498504719479145,1.000111311180226,1.0,1.0,1.728625085822754,5.99603470613639,5.490427927927928,5.062983624257693,2.6791104050833994,5.996702131836206,5.490427927927928,5.062983624257693
68,74615,24650,17745,5590,134205,147741,97413,28281,205477,147755,97413,28281,1.5310681420215342,1.000094760425339,1.0,1.0,1.7986329826442404,5.993549695740365,5.489602704987321,5.059212880143113,2.753829658915768,5.9941176470588236,5.489602704987321,5.059212880143113
69,70339,25487,17646,5643,125441,153078,97457,28353,192077,153090,97457,28353,1.5312138774403903,1.0000783914083016,1.0,1.0,1.7833776425596042,6.0061207674500725,5.522894707015754,5.024455077086656,2.730732595004194,6.006591595715463,5.522894707015754,5.024455077086656
70,69729,26441,17708,5561,124702,160132,97374,28027,190334,160142,97374,28027,1.5263107247678465,1.000062448480004,1.0,1.0,1.7883807311161783,6.056200597556825,5.498870566975379,5.039920877540011,2.7296246898707857,6.056578798078742,5.498870566975379,5.039920877540011
71,70122,26447,17792,5553,127063,159580,98616,28176,192878,159589,98616,28176,1.5179714000141662,1.0000563980448678,1.0,1.0,1.812027609024272,6.033954701856543,5.54271582733813,5.0740140464613726,2.7506060865348965,6.034295005104549,5.54271582733813,5.0740140464613726
72,69700,25739,17595,5584,129085,154451,96564,28369,194381,154458,96564,28369,1.505837239028547,1.0000453218172753,1.0,1.0,1.8520086083213774,6.000660476319982,5.488150042625746,5.080408309455588,2.788823529411765,6.000932437157621,5.488150042625746,5.080408309455588
73,75118,25025,17733,5660,129636,149799,97359,28453,199068,149812,97359,28453,1.5355919651948533,1.0000867829558275,1.0,1.0,1.7257647967198275,5.985974025974026,5.490272373540856,5.027031802120141,2.6500705556590964,5.986493506493506,5.490272373540856,5.027031802120141
74,70464,25579,17757,5551,126536,153969,97579,28210,194016,153976,97579,28210,1.5332869697161282,1.0000454636972378,1.0,1.0,1.7957538601271572,6.0193518120333085,5.495241313284902,5.081967213114754,2.7534059945504086,6.019625474021659,5.495241313284902,5.081967213114754
75,70234,24700,17890,5479,129246,147654,98347,27805,197277,147658,98347,27805,1.5263683208764682,1.0000270903598953,1.0,1.0,1.840219836546402,5.977894736842106,5.497316936836222,5.07483117357182,2.8088532619529003,5.978056680161943,5.497316936836222,5.07483117357182
76,72167,25455,17564,5573,129175,152718,96607,28295,198784,152725,96607,28295,1.538873621056706,1.0000458361162403,1.0,1.0,1.7899455429767068,5.999528579846788,5.500284673195172,5.0771577247443025,2.7544999792148768,5.999803574936162,5.500284673195172,5.0771577247443025
77,70846,24979,17947,5477,130159,150510,98893,27805,197118,150518,98893,27805,1.51444003103896,1.0000531526144443,1.0,1.0,1.8372102871016007,6.025461387565555,5.510280269682956,5.076684316231513,2.7823448042232446,6.025781656591537,5.510280269682956,5.076684316231513
78,72945,24982,17867,5498,125251,149363,98255,27949,194013,149371,98255,27949,1.5489936208094146,1.000053560788147,1.0,1.0,1.7170607992322984,5.978824753822752,5.499244417081771,5.08348490360131,2.6597162245527453,5.97914498438876,5.499244417081771,5.08348490360131
79,73425,24662,17918,5572,127313,147986,98678,28239,196402,147997,98678,28239,1.5426704264293514,1.0000743313556688,1.0,1.0,1.733918964930201,6.000567674965534,5.507199464225918,5.0680186647523335,2.6748655090228124,6.0010137052955965,5.507199464225918,5.0680186647523335
80,75004,24961,17987,5545,129631,150212,98314,28282,199928,150222,98314,28282,1.5422854101256644,1.0000665725774238,1.0,1.0,1.7283211562050025,6.017867873883258,5.465836437427031,5.100450856627592,2.6655645032264945,6.018268498858219,5.465836437427031,5.100450856627592
