cascade_set,scaleFactor,minNeighbors,minSize,maxAreaRatio,det,panel_hits,oversize,mean_area_ratio,score
fd,1.07,4,20,0.3,4.0,4.0,0.0,0.05880846447916077,33.0
fd,1.07,4,24,0.2,4.0,4.0,0.0,0.05880846447916077,33.0
fd,1.07,4,24,0.25,4.0,4.0,0.0,0.05880846447916077,33.0
fd,1.07,4,24,0.3,4.0,4.0,0.0,0.05880846447916077,33.0
fd,1.1,4,14,0.2,4.0,4.0,0.0,0.05482587891505872,33.0
fd,1.1,4,14,0.25,4.0,4.0,0.0,0.05482587891505872,33.0
fd,1.1,4,14,0.3,4.0,4.0,0.0,0.05482587891505872,33.0
fd,1.1,4,16,0.2,4.0,4.0,0.0,0.05482587891505872,33.0
fd,1.1,4,16,0.25,4.0,4.0,0.0,0.05482587891505872,33.0
fd,1.1,4,16,0.3,4.0,4.0,0.0,0.05482587891505872,33.0
fd,1.1,4,18,0.2,4.0,4.0,0.0,0.05482587891505872,33.0
fd,1.1,4,18,0.25,4.0,4.0,0.0,0.05482587891505872,33.0
fd,1.1,4,18,0.3,4.0,4.0,0.0,0.05482587891505872,33.0
fd,1.1,4,20,0.2,4.0,4.0,0.0,0.05482587891505872,33.0
fd,1.1,4,20,0.25,4.0,4.0,0.0,0.05482587891505872,33.0
fd,1.1,4,20,0.3,4.0,4.0,0.0,0.05482587891505872,33.0
fd,1.1,4,24,0.2,4.0,4.0,0.0,0.05482587891505872,33.0
fd,1.1,4,24,0.25,4.0,4.0,0.0,0.05482587891505872,33.0
fd,1.1,4,24,0.3,4.0,4.0,0.0,0.05482587891505872,33.0
fd,1.08,4,14,0.2,3.0,3.0,0.0,0.038755455802513876,36.0
fd,1.08,4,14,0.25,3.0,3.0,0.0,0.038755455802513876,36.0
fd,1.08,4,14,0.3,3.0,3.0,0.0,0.038755455802513876,36.0
fd,1.08,4,16,0.2,3.0,3.0,0.0,0.038755455802513876,36.0
fd,1.08,4,16,0.25,3.0,3.0,0.0,0.038755455802513876,36.0
fd,1.08,4,16,0.3,3.0,3.0,0.0,0.038755455802513876,36.0
fd,1.08,4,18,0.2,3.0,3.0,0.0,0.038755455802513876,36.0
fd,1.08,4,18,0.25,3.0,3.0,0.0,0.038755455802513876,36.0
fd,1.08,4,18,0.3,3.0,3.0,0.0,0.038755455802513876,36.0
fd,1.08,4,20,0.2,3.0,3.0,0.0,0.038755455802513876,36.0
fd,1.08,4,20,0.25,3.0,3.0,0.0,0.038755455802513876,36.0
fd,1.08,4,20,0.3,3.0,3.0,0.0,0.038755455802513876,36.0
fd,1.08,4,24,0.2,3.0,3.0,0.0,0.038755455802513876,36.0
fd,1.08,4,24,0.25,3.0,3.0,0.0,0.038755455802513876,36.0
fd,1.08,4,24,0.3,3.0,3.0,0.0,0.038755455802513876,36.0
