Arch_ID,Config,Val_Loss,C2_w,C2_d,C2_idx,C3_w,C3_d,C3_idx,C4_w,C4_d,C4_idx,C5_w,C5_d,C5_idx,Math_GFLOPs,C2_GFLOPs,C3_GFLOPs,C4_GFLOPs,C5_GFLOPs
452,"[9, 37, 55, 20]",0.8111500322818757,24,2,9,80,2,37,112,4,55,48,1,20,1.9732096,0.3186688,0.47616,0.7325696,0.0911104
236,"[1, 53, 38, 38]",0.8116197109222412,8,2,1,112,2,53,80,3,38,80,3,38,1.895488,0.159744,0.7223296,0.5620736,0.09664
276,"[4, 53, 35, 23]",0.8116402804851532,16,1,4,112,2,53,72,4,35,48,4,23,1.939328,0.1589248,0.7667712,0.5943808,0.0645504
748,"[7, 58, 2, 12]",0.8121610939502716,16,4,7,120,3,58,8,3,2,32,1,12,2.7346432,0.360448,1.6334848,0.3846656,0.001344
772,"[48, 32, 9, 40]",0.8125293254852295,104,1,48,72,1,32,24,2,9,88,1,40,2.2342912,0.3751936,1.3379584,0.1579008,0.0085376
850,"[52, 36, 31, 19]",0.812709367275238,112,1,52,80,1,36,64,4,31,40,4,19,2.727296,0.3948544,1.5560704,0.3728384,0.048832
559,"[40, 8, 57, 30]",0.8133150398731231,88,1,40,24,1,8,120,2,57,64,3,30,1.9298048,0.335872,0.8722432,0.231936,0.1350528
821,"[6, 58, 17, 8]",0.8141058683395386,16,3,6,120,3,58,40,2,17,24,1,8,2.7252224,0.2932736,1.6334848,0.431104,0.0126592
172,"[52, 2, 14, 55]",0.8141090273857117,112,1,52,8,3,2,32,3,14,112,4,55,2.2694016,0.3948544,1.3451264,0.0352768,0.1394432
455,"[2, 54, 34, 59]",0.8143469750881195,8,3,2,112,3,54,72,3,34,120,4,59,2.6421888,0.180224,1.3903872,0.5238784,0.1929984
72,"[37, 1, 16, 36]",0.8143943190574646,80,2,37,8,2,1,40,1,16,80,1,36,2.7754496,1.7006592,0.6969344,0.0061952,0.01696
597,"[12, 50, 0, 4]",0.8145631849765778,32,1,12,104,3,50,8,1,0,16,1,4,2.216704,0.1982464,1.374208,0.2886144,0.0009344
563,"[56, 3, 47, 0]",0.8146483123302459,120,1,56,8,4,3,96,4,47,8,1,0,2.7571072,0.4145152,1.5437824,0.3824128,0.061696
582,"[8, 46, 1, 12]",0.8147857487201691,24,1,8,96,3,46,8,2,1,32,1,12,1.9138048,0.1785856,1.1311104,0.248064,0.001344
713,"[2, 54, 33, 11]",0.8147959470748901,8,3,2,112,3,54,72,2,33,24,4,11,2.4225408,0.180224,1.3903872,0.453376,0.0438528
339,"[52, 1, 51, 29]",0.8158459901809693,112,1,52,8,2,1,104,4,51,64,2,29,2.6318336,0.3948544,1.3400064,0.4460544,0.0962176
225,"[4, 43, 27, 27]",0.815914797782898,16,1,4,88,4,43,56,4,27,56,4,27,2.2748544,0.1589248,1.334272,0.3678208,0.059136
412,"[48, 9, 28, 44]",0.8160301625728608,104,1,48,24,2,9,64,1,28,96,1,44,2.0326784,0.3751936,1.2353536,0.0292352,0.0381952
246,"[48, 40, 3, 49]",0.8166211664676666,104,1,48,88,1,40,8,4,3,104,2,49,2.3650944,0.3751936,1.3838336,0.2120704,0.039296
535,"[48, 7, 57, 36]",0.8171860933303833,104,1,48,16,4,7,120,2,57,80,1,36,2.2850816,0.3751936,1.227776,0.2171392,0.110272
699,"[10, 49, 52, 32]",0.817415463924408,24,3,10,104,2,49,112,1,52,72,1,32,1.9997824,0.458752,0.7274496,0.3631616,0.0957184
898,"[2, 51, 24, 4]",0.8174837350845336,8,3,2,104,4,51,56,1,24,16,1,4,2.6646784,0.180224,1.7842176,0.3230208,0.0225152
471,"[4, 43, 21, 14]",0.817543238401413,16,1,4,88,4,43,48,2,21,32,3,14,2.1387392,0.1589248,1.334272,0.2650624,0.0257792
946,"[12, 53, 56, 30]",0.8178201079368591,32,1,12,112,2,53,120,1,56,64,3,30,2.0027136,0.1982464,0.894976,0.4197376,0.1350528
410,"[52, 28, 3, 11]",0.8181765377521515,112,1,52,64,1,28,8,4,3,24,4,11,2.3802496,0.3948544,1.5069184,0.1160704,0.0077056
809,"[48, 32, 48, 11]",0.8184606790542602,104,1,48,72,1,32,104,1,48,24,4,11,2.3395456,0.3751936,1.3379584,0.1901056,0.0815872
352,"[5, 39, 27, 26]",0.8189411342144013,16,2,5,80,4,39,56,4,27,56,3,26,2.0765696,0.2260992,1.1173888,0.3300864,0.0482944
913,"[56, 7, 22, 0]",0.8192402005195618,120,1,56,16,4,7,48,3,22,8,1,0,2.4697472,0.4145152,1.6050176,0.07936,0.0161536
701,"[3, 54, 8, 51]",0.8193158268928528,8,4,3,112,3,54,24,1,8,104,4,51,2.4094848,0.200704,1.3903872,0.3460096,0.1176832
113,"[8, 50, 9, 39]",0.820948988199234,24,1,8,104,3,50,24,2,9,80,4,39,2.2203392,0.1785856,1.3051904,0.3088384,0.073024
931,"[1, 46, 39, 38]",0.8213116824626923,8,2,1,96,3,46,80,4,39,80,3,38,2.2010496,0.159744,1.0356736,0.5542912,0.09664
967,"[1, 54, 41, 28]",0.8218584179878234,8,2,1,112,3,54,88,2,41,64,1,28,2.4648448,0.159744,1.3903872,0.4993536,0.0606592
453,"[4, 50, 12, 29]",0.8224071323871612,16,1,4,104,3,50,32,1,12,64,2,29,2.0938624,0.1589248,1.24928,0.3058176,0.0251392
498,"[0, 50, 32, 35]",0.8225630462169647,8,1,0,104,3,50,72,1,32,72,4,35,2.1312384,0.139264,1.2064768,0.3344896,0.0963072
562,"[48, 16, 25, 20]",0.8234767436981201,104,1,48,40,1,16,56,2,25,48,1,20,2.105728,0.3751936,1.246208,0.1038336,0.025792
310,"[3, 50, 26, 27]",0.8241694629192352,8,4,3,104,3,50,56,3,26,56,4,27,2.2307712,0.200704,1.2064768,0.4097536,0.059136
474,"[52, 20, 58, 3]",0.8244803428649903,112,1,52,48,1,20,120,3,58,8,4,3,2.7910272,0.3948544,1.4577664,0.4872192,0.0964864
370,"[3, 35, 58, 58]",0.8248645246028901,8,4,3,72,4,35,120,3,58,120,3,58,2.2341632,0.200704,0.8839168,0.5807616,0.21408
689,"[52, 4, 45, 23]",0.8251322686672211,112,1,52,16,1,4,96,2,45,48,4,23,2.3472768,0.3948544,1.3594624,0.1457152,0.092544
818,"[44, 8, 27, 4]",0.8252888262271881,96,1,44,24,1,8,56,4,27,16,1,4,1.9201792,0.3555328,1.0297344,0.157696,0.0225152
430,"[8, 46, 55, 55]",0.8253080785274506,24,1,8,96,3,46,112,4,55,112,4,55,2.7101056,0.1785856,1.1311104,0.8170496,0.2286592
45,"[1, 50, 59, 46]",0.8253308057785034,8,2,1,104,3,50,120,4,59,96,3,46,2.8388096,0.159744,1.2064768,0.942592,0.175296
159,"[5, 54, 52, 55]",0.8264442563056946,16,2,5,112,3,54,112,1,52,112,4,55,2.6578816,0.2260992,1.4348288,0.4135936,0.2286592
592,"[1, 54, 14, 31]",0.8265707731246948,8,2,1,112,3,54,32,3,14,64,4,31,2.3400832,0.159744,1.3903872,0.3820544,0.0531968
867,"[2, 49, 59, 13]",0.8269366264343262,8,3,2,104,2,49,120,4,59,32,2,13,2.210432,0.180224,0.628736,0.942592,0.1041792
103,"[48, 16, 28, 52]",0.8274923861026764,104,1,48,40,1,16,64,1,28,112,1,52,2.0790656,0.3751936,1.246208,0.0629248,0.0400384
634,"[2, 54, 45, 48]",0.8276533246040344,8,3,2,112,3,54,96,2,45,104,1,48,2.5277824,0.180224,1.3903872,0.5248,0.0776704
434,"[0, 43, 18, 25]",0.8281052529811859,8,1,0,88,4,43,40,3,18,56,2,25,2.088128,0.139264,1.2947456,0.2734592,0.0259584
174,"[7, 54, 2, 20]",0.828256356716156,16,4,7,112,3,54,8,3,2,48,1,20,2.4880128,0.360448,1.4348288,0.3362816,0.0017536
909,"[5, 35, 58, 56]",0.8283329606056213,16,2,5,72,4,35,120,3,58,120,1,56,2.200192,0.2260992,0.9201664,0.5807616,0.118464
645,"[23, 2, 56, 28]",0.8293302297592163,48,4,23,8,3,2,120,1,56,64,1,28,2.5306368,1.785856,0.2686976,0.0143872,0.1069952
771,"[4, 54, 30, 37]",0.8296416103839874,16,1,4,112,3,54,64,3,30,80,2,37,2.4953984,0.1589248,1.4348288,0.48896,0.057984
903,"[3, 35, 58, 59]",0.8298819363117218,8,4,3,72,4,35,120,3,58,120,4,59,2.2819712,0.200704,0.8839168,0.5807616,0.261888
151,"[44, 8, 22, 49]",0.8298927843570709,96,1,44,24,1,8,48,3,22,104,2,49,1.8913024,0.3555328,1.0297344,0.0904704,0.060864
6,"[40, 2, 51, 35]",0.829943859577179,88,1,40,8,3,2,104,4,51,72,4,35,2.116288,0.335872,0.8431616,0.4460544,0.1364992
357,"[19, 0, 48, 56]",0.8299813985824585,40,4,19,8,1,0,104,1,48,120,1,56,1.9540992,1.3115392,0.1828864,0.0127488,0.092224
623,"[56, 1, 19, 47]",0.8300498902797699,120,1,56,8,2,1,40,4,19,96,4,47,2.4881152,0.4145152,1.5335424,0.0745472,0.1108096
249,"[3, 35, 47, 44]",0.8302670598030091,8,4,3,72,4,35,96,4,47,96,1,44,2.0721536,0.200704,0.8839168,0.5564928,0.0763392
250,"[8, 35, 50, 10]",0.8305836260318756,24,1,8,72,4,35,104,3,50,24,3,10,2.061184,0.1785856,0.9695232,0.478976,0.0793984
742,"[52, 4, 26, 26]",0.8312310934066772,112,1,52,16,1,4,56,3,26,56,3,26,2.2601216,0.3948544,1.3594624,0.1028096,0.0482944
57,"[4, 31, 55, 23]",0.8323986947536468,16,1,4,64,4,31,112,4,55,48,4,23,2.0327296,0.1589248,0.7426048,0.6611968,0.1153024
915,"[52, 4, 37, 2]",0.8324130117893219,112,1,52,16,1,4,80,2,37,8,3,2,2.2591872,0.3948544,1.3594624,0.1062912,0.0438784
93,"[4, 54, 33, 44]",0.8324848532676696,16,1,4,112,3,54,72,2,33,96,1,44,2.4483328,0.1589248,1.4348288,0.453376,0.0465024
312,"[52, 8, 22, 42]",0.8334647417068481,112,1,52,24,1,8,48,3,22,88,3,42,2.2994816,0.3948544,1.3840384,0.0904704,0.0754176
660,"[8, 39, 59, 30]",0.8338184595108032,24,1,8,80,4,39,120,4,59,64,3,30,2.6464512,0.1785856,1.168384,0.809728,0.1350528
358,"[2, 54, 24, 30]",0.835026067495346,8,3,2,112,3,54,56,1,24,64,3,30,2.3513856,0.180224,1.3903872,0.3705856,0.055488
960,"[44, 32, 12, 40]",0.8352169454097748,96,1,44,72,1,32,32,1,12,88,1,40,2.0336512,0.3555328,1.1575296,0.1532416,0.0126464
783,"[48, 0, 58, 15]",0.8374123871326447,104,1,48,8,1,0,120,3,58,32,4,15,2.3928576,0.3751936,1.1544576,0.3968512,0.1116544
265,"[4, 35, 43, 15]",0.837966012954712,16,1,4,72,4,35,88,4,43,32,4,15,1.9952384,0.1589248,0.9201664,0.4944896,0.0669568
673,"[4, 47, 54, 11]",0.8391800463199616,16,1,4,96,4,47,112,3,54,24,4,11,2.8275456,0.1589248,1.570816,0.6500352,0.0930688
297,"[2, 53, 55, 44]",0.839390081167221,8,3,2,112,2,53,112,4,55,96,1,44,2.2722176,0.180224,0.7223296,0.9146368,0.1003264
391,"[48, 5, 18, 58]",0.8393991827964783,104,1,48,16,2,5,40,3,18,120,3,58,2.0989184,0.3751936,1.1941888,0.0591872,0.115648
144,"[1, 46, 59, 55]",0.8410441517829895,8,2,1,96,3,46,120,4,59,112,4,55,2.687232,0.159744,1.0356736,0.8950272,0.2420864
336,"[52, 2, 58, 31]",0.8414837062358856,112,1,52,8,3,2,120,3,58,64,4,31,2.6406144,0.3948544,1.3451264,0.3968512,0.1490816
738,"[1, 39, 22, 10]",0.8424996137619019,8,2,1,80,4,39,48,3,22,24,3,10,1.875904,0.159744,1.0795008,0.2599936,0.0219648
422,"[56, 36, 16, 32]",0.8430447995662689,120,1,56,80,1,36,40,1,16,72,1,32,2.7408896,0.4145152,1.764352,0.190976,0.0163456
402,"[0, 43, 54, 32]",0.843346756696701,8,1,0,88,4,43,112,3,54,72,1,32,2.4905856,0.139264,1.2947456,0.6061568,0.0957184
278,"[56, 2, 27, 35]",0.8441841065883636,120,1,56,8,3,2,56,4,27,72,4,35,2.5269376,0.4145152,1.5386624,0.1379328,0.0811264
863,"[2, 23, 59, 59]",0.8452387630939484,8,3,2,48,4,23,120,4,59,120,4,59,1.8903936,0.180224,0.4151296,0.6784512,0.261888
314,"[4, 27, 59, 10]",0.8461954176425934,16,1,4,56,4,27,120,4,59,24,3,10,1.9078656,0.1589248,0.584704,0.7063552,0.1031808
85,"[1, 54, 9, 13]",0.8463317692279816,8,2,1,112,3,54,24,2,9,32,2,13,2.2690048,0.159744,1.3903872,0.3547648,0.009408
507,"[3, 50, 3, 34]",0.8471393704414367,8,4,3,104,3,50,8,4,3,72,3,34,2.0919552,0.200704,1.2064768,0.2924544,0.0376192
918,"[2, 54, 11, 28]",0.8480857372283935,8,3,2,112,3,54,24,4,11,64,1,28,2.304896,0.180224,1.3903872,0.3722752,0.0073088
790,"[48, 1, 53, 3]",0.8499114573001861,104,1,48,8,2,1,112,2,53,8,4,3,2.1544448,0.3751936,1.1595776,0.1805824,0.0843904
43,"[1, 54, 35, 34]",0.8509815335273743,8,2,1,112,3,54,72,4,35,72,3,34,2.5778944,0.159744,1.3903872,0.5943808,0.0786816
143,"[56, 32, 52, 48]",0.8519541084766388,120,1,56,72,1,32,112,1,52,104,1,48,2.8034176,0.4145152,1.7381376,0.1942016,0.1018624
667,"[3, 58, 20, 47]",0.8543062388896943,8,4,3,120,3,58,48,1,20,96,4,47,2.6743424,0.200704,1.5874048,0.4148736,0.1166592
868,"[0, 50, 54, 8]",0.8574531316757202,8,1,0,104,3,50,112,3,54,24,1,8,2.4841344,0.139264,1.2064768,0.6971904,0.0865024
127,"[56, 6, 48, 32]",0.8638259947299958,120,1,56,16,3,6,104,1,48,72,1,32,2.464512,0.4145152,1.588224,0.0234496,0.0836224
811,"[56, 4, 16, 33]",0.8670105993747711,120,1,56,16,1,4,40,1,16,72,2,33,2.3714432,0.4145152,1.5546368,0.0136192,0.0339712
137,"[0, 58, 13, 15]",0.869635945558548,8,1,0,120,3,58,32,2,13,32,4,15,2.5183616,0.139264,1.5874048,0.4167168,0.0202752
131,"[52, 2, 0, 36]",0.8742408335208893,112,1,52,8,3,2,8,1,0,80,1,36,2.1001728,0.3948544,1.3451264,0.0029184,0.0025728
683,"[56, 32, 0, 40]",0.8873912632465363,120,1,56,72,1,32,8,1,0,88,1,40,2.6510848,0.4145152,1.7381376,0.1409536,0.0027776
468,"[52, 4, 44, 28]",0.901325625181198,112,1,52,16,1,4,96,1,44,64,1,28,2.2022528,0.3948544,1.3594624,0.0222208,0.0710144
