Arch_ID,Config,Val_Loss,C2_w,C2_d,C2_idx,C3_w,C3_d,C3_idx,C4_w,C4_d,C4_idx,C5_w,C5_d,C5_idx,Math_GFLOPs,C2_GFLOPs,C3_GFLOPs,C4_GFLOPs,C5_GFLOPs
351,"[36, 37, 54, 49]",0.7717869281768799,80,1,36,80,2,37,112,3,54,104,2,49,2.5745664,0.3162112,1.200128,0.5655552,0.1379712
348,"[44, 24, 30, 13]",0.7719798147678375,96,1,44,56,1,24,64,3,30,32,2,13,2.0816768,0.3555328,1.1149312,0.221952,0.03456
59,"[29, 23, 12, 12]",0.7722169816493988,64,2,29,48,4,23,32,1,12,32,1,12,2.5214336,1.1747328,0.9097216,0.073216,0.0090624
54,"[13, 54, 24, 44]",0.7722475469112396,32,2,13,112,3,54,56,1,24,96,1,44,2.75648,0.4374528,1.5630336,0.3705856,0.0307072
949,"[18, 22, 5, 20]",0.7724245607852935,40,3,18,48,3,22,16,2,5,48,1,20,1.8671744,0.9469952,0.4900864,0.07168,0.003712
782,"[16, 41, 58, 25]",0.7725674629211425,40,1,16,88,2,41,120,3,58,56,2,25,2.046272,0.2179072,0.6979584,0.6595072,0.1161984
395,"[48, 52, 18, 10]",0.7726427495479584,104,1,48,112,1,52,40,3,18,24,3,10,2.6034432,0.3751936,1.4526464,0.4038656,0.0170368
912,"[44, 15, 29, 17]",0.7727810025215149,96,1,44,32,4,15,64,2,29,40,2,17,2.0786688,0.3555328,1.2304384,0.1005568,0.03744
893,"[36, 37, 36, 48]",0.7727888762950897,80,1,36,80,2,37,80,1,36,104,1,48,2.1412992,0.3162112,1.200128,0.213504,0.0567552
647,"[29, 8, 5, 52]",0.7729914665222168,64,2,29,24,1,8,16,2,5,112,1,52,2.0376192,1.1747328,0.4784128,0.0236032,0.0061696
777,"[44, 15, 22, 25]",0.7730219721794128,96,1,44,32,4,15,48,3,22,56,2,25,2.0768256,0.3555328,1.2304384,0.1048576,0.031296
926,"[20, 31, 23, 29]",0.7733817875385285,48,1,20,64,4,31,48,4,23,64,2,29,1.8670208,0.237568,1.0121216,0.2274304,0.0352
120,"[32, 53, 4, 28]",0.7736390769481659,72,1,32,112,2,53,16,1,4,64,1,28,2.4403072,0.2965504,1.444864,0.3398656,0.0043264
543,"[48, 56, 25, 13]",0.7738068282604218,104,1,48,120,1,56,56,2,25,32,2,13,2.6981632,0.3751936,1.475584,0.4647936,0.0278912
334,"[16, 56, 55, 1]",0.7739978969097138,40,1,16,120,1,56,112,4,55,8,2,1,1.945216,0.2179072,0.320512,0.9683456,0.0837504
282,"[36, 57, 2, 54]",0.7740170896053314,80,1,36,120,2,57,8,3,2,112,3,54,2.8515328,0.3162112,1.709056,0.3846656,0.0868992
727,"[25, 7, 23, 29]",0.7742942929267883,56,2,25,16,4,7,48,4,23,64,2,29,1.863232,0.9510912,0.410624,0.111616,0.0352
746,"[12, 38, 51, 45]",0.7742966771125793,32,1,12,80,3,38,104,4,51,96,2,45,2.2184448,0.1982464,0.8863744,0.6603264,0.1187968
1,"[7, 49, 42, 3]",0.7743858098983765,16,4,7,104,2,49,88,3,42,8,4,3,1.994048,0.360448,0.6715392,0.5543424,0.0530176
259,"[6, 49, 57, 11]",0.7745095551013946,16,3,6,104,2,49,120,2,57,24,4,11,1.9850112,0.2932736,0.6715392,0.560128,0.1053696
539,"[10, 39, 22, 56]",0.7747123003005981,24,3,10,80,4,39,48,3,22,120,1,56,2.2680192,0.458752,1.168384,0.2599936,0.0261888
482,"[28, 57, 12, 36]",0.7747980117797851,64,1,28,120,2,57,32,1,12,80,1,36,2.4657792,0.2768896,1.420288,0.4017664,0.0121344
505,"[18, 23, 17, 12]",0.7748564124107361,40,3,18,48,4,23,40,2,17,32,1,12,2.0329472,0.9469952,0.6191104,0.0988672,0.0132736
165,"[10, 38, 26, 40]",0.7749897539615631,24,3,10,80,3,38,56,3,26,88,1,40,1.9523328,0.458752,0.822272,0.28672,0.029888
114,"[33, 8, 14, 8]",0.7750191807746887,72,2,33,24,1,8,32,3,14,24,1,8,2.4370048,1.4245888,0.5965824,0.0525824,0.0085504
550,"[44, 16, 38, 38]",0.7751918971538544,96,1,44,40,1,16,80,3,38,80,3,38,2.1201024,0.3555328,1.0723328,0.240896,0.09664
560,"[48, 16, 6, 47]",0.7753275215625763,104,1,48,40,1,16,16,3,6,96,4,47,2.1308544,0.3751936,1.246208,0.056576,0.098176
624,"[52, 22, 40, 52]",0.77561936378479,112,1,52,48,3,22,88,1,40,112,1,52,2.626688,0.3948544,1.7158144,0.0932864,0.068032
254,"[10, 53, 48, 5]",0.7757056295871735,24,3,10,112,2,53,104,1,48,16,2,5,2.1198592,0.458752,0.82432,0.4074496,0.0746368
533,"[19, 9, 28, 33]",0.7757873773574829,40,4,19,24,2,9,64,1,28,72,2,33,1.9860992,1.3115392,0.237568,0.0292352,0.053056
3,"[40, 19, 59, 9]",0.7758594214916229,88,1,40,40,4,19,120,4,59,24,2,9,2.6303616,0.335872,1.1849728,0.653824,0.100992
827,"[48, 13, 58, 14]",0.7759916841983795,104,1,48,32,2,13,120,3,58,32,3,14,2.5621248,0.3751936,1.283072,0.4412416,0.1079168
396,"[16, 53, 52, 13]",0.7761465787887574,40,1,16,112,2,53,112,1,52,32,2,13,2.0567168,0.2179072,0.9787392,0.4135936,0.091776
356,"[52, 13, 47, 33]",0.7764659881591797,112,1,52,32,2,13,96,4,47,72,2,33,2.7310592,0.3948544,1.468416,0.4231168,0.0899712
377,"[9, 27, 54, 45]",0.7765117585659027,24,2,9,56,4,27,112,3,54,96,2,45,1.8987648,0.3186688,0.630784,0.4634112,0.1312
917,"[12, 38, 53, 20]",0.7767941236495972,32,1,12,80,3,38,112,2,53,48,1,20,1.9289728,0.1982464,0.8863744,0.3985408,0.0911104
657,"[7, 39, 13, 6]",0.7768395781517029,16,4,7,80,4,39,32,2,13,16,3,6,2.044096,0.360448,1.1173888,0.2014208,0.0101376
546,"[7, 50, 20, 22]",0.7769300401210785,16,4,7,104,3,50,48,1,20,48,3,22,2.3175808,0.360448,1.24928,0.3172864,0.0358656
78,"[11, 46, 11, 10]",0.7769643068313599,24,4,11,96,3,46,24,4,11,24,3,10,2.377984,0.5988352,1.1311104,0.2836992,0.0096384
671,"[7, 42, 46, 48]",0.7773020207881928,16,4,7,88,3,42,96,3,46,104,1,48,2.2196096,0.360448,0.917504,0.5092864,0.0776704
639,"[36, 40, 26, 9]",0.7776611328125,80,1,36,88,1,40,56,3,26,24,2,9,1.892928,0.3162112,0.8720384,0.3244544,0.0255232
142,"[24, 57, 54, 21]",0.7776650011539459,56,1,24,120,2,57,112,3,54,48,2,21,2.808,0.2572288,1.2955648,0.8013312,0.0991744
556,"[9, 50, 15, 35]",0.7779448986053467,24,2,9,104,3,50,32,4,15,72,4,35,2.393728,0.3186688,1.3051904,0.3506688,0.0644992
237,"[7, 53, 19, 26]",0.7780132234096527,16,4,7,112,2,53,40,4,19,56,3,26,1.9453696,0.360448,0.7667712,0.4266496,0.0368
708,"[19, 8, 9, 33]",0.7785364985466003,40,4,19,24,1,8,24,2,9,72,2,33,1.9239296,1.3115392,0.2025472,0.0297984,0.025344
48,"[25, 0, 57, 29]",0.7786533951759338,56,2,25,8,1,0,120,2,57,64,2,29,1.9795712,0.9510912,0.347136,0.2056192,0.121024
919,"[6, 43, 23, 23]",0.7789706528186798,16,3,6,88,4,43,48,4,23,48,4,23,2.3557504,0.2932736,1.334272,0.3295744,0.0439296
392,"[52, 33, 8, 32]",0.779288363456726,112,1,52,72,2,33,24,1,8,72,1,32,2.7199232,0.3948544,1.813504,0.1491456,0.0077184
976,"[11, 43, 4, 4]",0.7794521272182464,24,4,11,88,4,43,16,1,4,16,1,4,2.5560704,0.5988352,1.3869056,0.2131456,0.0024832
531,"[33, 8, 11, 36]",0.7801478743553162,72,2,33,24,1,8,24,4,11,80,1,36,2.4313088,1.4245888,0.5965824,0.0473088,0.008128
284,"[44, 36, 31, 3]",0.7801703214645386,96,1,44,80,1,36,64,4,31,8,4,3,2.2909184,0.3555328,1.1788288,0.3728384,0.0290176
456,"[23, 0, 2, 8]",0.7804665744304657,48,4,23,8,1,0,8,3,2,24,1,8,2.405632,1.785856,0.2584576,0.0054784,0.0011392
513,"[12, 57, 49, 19]",0.78055659532547,32,1,12,120,2,57,104,2,49,40,4,19,2.2531456,0.1982464,1.0000384,0.605184,0.094976
380,"[48, 37, 44, 44]",0.7806450366973877,104,1,48,80,2,37,96,1,44,96,1,44,2.7357568,0.3751936,1.707008,0.2225152,0.0763392
611,"[29, 1, 14, 16]",0.7808313608169556,64,2,29,8,2,1,32,3,14,40,1,16,2.0283264,1.1747328,0.4540416,0.0352768,0.0095744
523,"[25, 40, 3, 8]",0.7809514880180359,56,2,25,88,1,40,8,4,3,24,1,8,1.9972096,0.9510912,0.478208,0.2120704,0.0011392
125,"[48, 7, 26, 51]",0.7811297237873077,104,1,48,16,4,7,56,3,26,104,4,51,2.2003328,0.3751936,1.227776,0.1028096,0.1398528
658,"[40, 32, 25, 54]",0.7812594175338745,88,1,40,72,1,32,56,2,25,112,3,54,2.0055296,0.335872,0.990208,0.208896,0.1158528
920,"[12, 58, 9, 1]",0.781599485874176,32,1,12,120,3,58,24,2,9,8,2,1,2.7266432,0.1982464,1.7649664,0.403968,0.0047616
390,"[16, 50, 27, 31]",0.7816488206386566,40,1,16,104,3,50,56,4,27,64,4,31,2.5515776,0.2179072,1.4563328,0.45312,0.0695168
832,"[9, 54, 37, 13]",0.7816552221775055,24,2,9,112,3,54,80,2,37,32,2,13,2.691648,0.3186688,1.4923776,0.4755456,0.0503552
852,"[56, 22, 25, 8]",0.7819131731986999,120,1,56,48,3,22,56,2,25,24,1,8,2.8352768,0.4145152,1.9175424,0.125184,0.0233344
39,"[7, 35, 18, 0]",0.781943678855896,16,4,7,72,4,35,40,3,18,8,1,0,1.8496512,0.360448,0.9201664,0.2029056,0.0114304
760,"[52, 11, 50, 4]",0.7820035994052887,112,1,52,24,4,11,104,3,50,16,1,4,2.6385408,0.3948544,1.4891008,0.3262976,0.0735872
568,"[16, 23, 55, 52]",0.782068920135498,40,1,16,48,4,23,112,4,55,112,1,52,1.898048,0.2179072,0.6191104,0.6029312,0.1033984
828,"[32, 56, 23, 40]",0.782110595703125,72,1,32,120,1,56,48,4,23,88,1,40,1.9794048,0.2965504,0.7931904,0.5116416,0.0233216
847,"[36, 36, 54, 7]",0.7821969330310822,80,1,36,80,1,36,112,3,54,16,4,7,2.1785984,0.3162112,0.854016,0.5655552,0.0881152
13,"[52, 44, 41, 12]",0.7822878658771515,112,1,52,96,1,44,88,2,41,32,1,12,2.8147456,0.3948544,1.6052224,0.404224,0.055744
564,"[15, 19, 48, 36]",0.782920640707016,32,4,15,40,4,19,104,1,48,80,1,36,1.8574336,0.9158656,0.4265984,0.0752128,0.085056
629,"[19, 22, 48, 48]",0.7829370677471161,40,4,19,48,3,22,104,1,48,104,1,48,2.344704,1.3115392,0.4900864,0.0990208,0.0893568
37,"[52, 29, 12, 24]",0.7829818665981293,112,1,52,64,2,29,32,1,12,56,1,24,2.6148224,0.3948544,1.7313792,0.1232896,0.0105984
25,"[48, 40, 26, 4]",0.7833536982536315,104,1,48,88,1,40,56,3,26,16,1,4,2.4606976,0.3751936,1.3838336,0.3244544,0.0225152
73,"[48, 11, 2, 9]",0.7833643138408661,104,1,48,24,4,11,8,3,2,24,2,9,2.058944,0.3751936,1.3053952,0.0203264,0.003328
881,"[8, 39, 36, 26]",0.7833930492401123,24,1,8,80,4,39,80,1,36,56,3,26,1.9868544,0.1785856,1.168384,0.213504,0.07168
540,"[24, 50, 2, 41]",0.7834848761558533,56,1,24,104,3,50,8,3,2,88,2,41,2.5918336,0.2572288,1.659904,0.2911744,0.0288256
812,"[8, 57, 14, 29]",0.7836044073104859,24,1,8,120,2,57,32,3,14,64,2,29,1.9178368,0.1785856,0.927744,0.4316672,0.0251392
304,"[48, 9, 35, 47]",0.7839161217212677,104,1,48,24,2,9,72,4,35,96,4,47,2.346752,0.3751936,1.2353536,0.2423808,0.1391232
871,"[19, 9, 30, 12]",0.7839448630809784,40,4,19,24,2,9,64,3,30,32,1,12,2.076096,1.3115392,0.237568,0.1414656,0.0308224
228,"[44, 52, 4, 45]",0.7839937806129456,96,1,44,112,1,52,16,1,4,96,2,45,2.3505536,0.3555328,1.2640256,0.3398656,0.0364288
121,"[1, 42, 49, 38]",0.7844673871994019,8,2,1,88,3,42,104,2,49,80,3,38,1.9323904,0.159744,0.8779776,0.411648,0.12832
18,"[9, 50, 20, 14]",0.7846689343452453,24,2,9,104,3,50,48,1,20,32,3,14,2.3216256,0.3186688,1.3051904,0.3172864,0.0257792
321,"[19, 17, 6, 4]",0.7847793519496917,40,4,19,40,2,17,16,3,6,16,1,4,2.0386432,1.3115392,0.313344,0.056576,0.0024832
233,"[11, 45, 1, 13]",0.7848346769809723,24,4,11,96,2,45,8,2,1,32,2,13,1.8438144,0.5988352,0.6371328,0.248064,0.0050816
993,"[6, 35, 45, 8]",0.7848763167858124,16,3,6,72,4,35,96,2,45,24,1,8,1.9420032,0.2932736,0.9201664,0.309504,0.0643584
764,"[3, 47, 48, 37]",0.7852270066738128,8,4,3,96,4,47,104,1,48,80,2,37,2.5024256,0.200704,1.5296512,0.3106816,0.106688
408,"[52, 14, 40, 36]",0.7853225350379944,112,1,52,32,3,14,88,1,40,80,1,36,2.3914752,0.3948544,1.5282176,0.0505856,0.0631168
293,"[40, 53, 1, 14]",0.7854031145572662,88,1,40,112,2,53,8,2,1,32,3,14,2.7909632,0.335872,1.7565696,0.3350016,0.0088192
609,"[44, 16, 46, 57]",0.7854621529579162,96,1,44,40,1,16,96,3,46,120,2,57,2.2304512,0.3555328,1.0723328,0.319744,0.1281408
718,"[52, 13, 11, 9]",0.7855732917785645,112,1,52,32,2,13,24,4,11,24,2,9,2.285888,0.3948544,1.468416,0.0604672,0.0074496
572,"[5, 51, 17, 0]",0.7860694408416748,16,2,5,104,4,51,40,2,17,8,1,0,2.7535872,0.2260992,1.8270208,0.334336,0.0114304
406,"[4, 47, 4, 25]",0.7861262917518616,16,1,4,96,4,47,16,1,4,56,2,25,2.3514112,0.1589248,1.570816,0.2521088,0.0148608
369,"[7, 46, 50, 47]",0.7866419970989227,16,4,7,96,3,46,104,3,50,96,4,47,2.5720832,0.360448,1.0768384,0.599552,0.180544
833,"[36, 33, 44, 36]",0.7866428911685943,80,1,36,72,2,33,96,1,44,80,1,36,2.0486016,0.3162112,1.1180032,0.1860096,0.0736768
66,"[9, 46, 13, 52]",0.7868072330951691,24,2,9,96,3,46,32,2,13,112,1,52,2.0963712,0.3186688,1.1311104,0.2777088,0.0141824
238,"[19, 4, 52, 9]",0.7868842124938965,40,4,19,16,1,4,112,1,52,24,2,9,1.9723264,1.3115392,0.1927168,0.0246784,0.0886912
426,"[1, 51, 3, 1]",0.7872629225254059,8,2,1,104,4,51,8,4,3,8,2,1,2.5921664,0.159744,1.7842176,0.2924544,0.0010496
606,"[48, 6, 8, 21]",0.7872903764247894,104,1,48,16,3,6,24,1,8,48,2,21,1.966592,0.3751936,1.2109824,0.0111616,0.0145536
467,"[24, 38, 23, 19]",0.7873611688613892,56,1,24,80,3,38,48,4,23,40,4,19,2.0976128,0.2572288,1.1573248,0.2922496,0.0361088
83,"[0, 47, 8, 44]",0.7875724077224732,8,1,0,96,4,47,24,1,8,96,1,44,2.2899968,0.139264,1.5296512,0.2574336,0.0089472
257,"[5, 51, 18, 32]",0.7881347239017487,16,2,5,104,4,51,40,3,18,72,1,32,2.7812864,0.2260992,1.8270208,0.35712,0.0163456
966,"[0, 47, 20, 35]",0.7883529543876648,8,1,0,96,4,47,48,1,20,72,4,35,2.3717888,0.139264,1.5296512,0.273408,0.0747648
991,"[12, 58, 17, 8]",0.7893611371517182,32,1,12,120,3,58,40,2,17,24,1,8,2.7616768,0.1982464,1.7649664,0.431104,0.0126592
937,"[56, 6, 56, 27]",0.7894916951656341,120,1,56,16,3,6,120,1,56,56,4,27,2.5212288,0.4145152,1.588224,0.0259072,0.1378816
536,"[7, 53, 17, 21]",0.789655327796936,16,4,7,112,2,53,40,2,17,48,2,21,1.885568,0.360448,0.7667712,0.3810816,0.0225664
221,"[6, 46, 6, 2]",0.7896574079990387,16,3,6,96,3,46,16,3,6,8,3,2,1.9881344,0.2932736,1.0768384,0.2605056,0.002816
447,"[36, 18, 54, 52]",0.7896654486656189,80,1,36,40,3,18,112,3,54,112,1,52,2.1321856,0.3162112,0.946176,0.4116992,0.1033984
994,"[1, 47, 5, 20]",0.7897051215171814,8,2,1,96,4,47,16,2,5,48,1,20,2.3041152,0.159744,1.5296512,0.2563072,0.003712
703,"[6, 46, 55, 0]",0.7898065984249115,16,3,6,96,3,46,112,4,55,8,1,0,2.6252928,0.2932736,1.0768384,0.8170496,0.0834304
878,"[48, 48, 56, 21]",0.7900163650512695,104,1,48,104,1,48,120,1,56,48,2,21,2.6402816,0.3751936,1.4297088,0.368896,0.1117824
651,"[32, 16, 51, 47]",0.7902780413627625,72,1,32,40,1,16,104,4,51,96,4,47,1.969664,0.2965504,0.6293504,0.5085184,0.180544
734,"[56, 7, 57, 59]",0.7902809977531433,120,1,56,16,4,7,120,2,57,120,4,59,2.8532608,0.4145152,1.6050176,0.2171392,0.261888
528,"[5, 57, 57, 2]",0.7908583223819733,16,2,5,120,2,57,120,2,57,8,3,2,2.2106112,0.2260992,0.8685568,0.665088,0.0961664
187,"[9, 39, 42, 24]",0.7909893572330475,24,2,9,80,4,39,88,3,42,56,1,24,2.3275776,0.3186688,1.168384,0.4263936,0.0594304
719,"[1, 43, 26, 7]",0.7914014339447022,8,2,1,88,4,43,56,3,26,16,4,7,2.1593088,0.159744,1.2947456,0.3244544,0.025664
345,"[48, 6, 38, 4]",0.7919002771377563,104,1,48,16,3,6,80,3,38,16,1,4,2.1780608,0.3751936,1.2109824,0.1928192,0.0443648
435,"[6, 43, 17, 16]",0.7921037077903748,16,3,6,88,4,43,40,2,17,40,1,16,2.2468096,0.2932736,1.334272,0.2506752,0.013888
186,"[19, 18, 5, 44]",0.7925916910171509,40,4,19,40,3,18,16,2,5,96,1,44,2.1286528,1.3115392,0.40448,0.0523776,0.0055552
836,"[16, 57, 48, 20]",0.792650681734085,40,1,16,120,2,57,104,1,48,48,1,20,2.1981184,0.2179072,1.08544,0.4607488,0.0793216
759,"[7, 39, 52, 52]",0.7929085671901703,16,4,7,80,4,39,112,1,52,112,1,52,2.1674624,0.360448,1.1173888,0.2315264,0.1033984
62,"[7, 58, 4, 49]",0.7933733820915222,16,4,7,120,3,58,16,1,4,104,2,49,2.779264,0.360448,1.6334848,0.3886592,0.0419712
865,"[44, 10, 34, 17]",0.7935419678688049,96,1,44,24,3,10,72,3,34,40,2,17,2.0269184,0.3555328,1.099776,0.1718784,0.0450304
706,"[18, 48, 4, 36]",0.7937253475189209,40,3,18,104,1,48,16,1,4,80,1,36,1.9018368,0.9469952,0.3008512,0.2943488,0.0049408
191,"[12, 39, 54, 21]",0.7937280535697937,32,1,12,80,4,39,112,3,54,48,2,21,2.4501632,0.1982464,1.2324864,0.5655552,0.0991744
900,"[19, 7, 14, 16]",0.7941511869430542,40,4,19,16,4,7,32,3,14,40,1,16,1.9612032,1.3115392,0.2430976,0.0422912,0.0095744
94,"[44, 40, 51, 16]",0.7942139029502868,96,1,44,88,1,40,104,4,51,40,1,16,2.688768,0.3555328,1.200128,0.7005184,0.077888
914,"[6, 43, 48, 0]",0.7944655597209931,16,3,6,88,4,43,104,1,48,8,1,0,2.3216128,0.2932736,1.334272,0.2672128,0.0721536
31,"[7, 43, 6, 16]",0.7951464235782624,16,4,7,88,4,43,16,3,6,40,1,16,2.274368,0.360448,1.334272,0.2215424,0.0034048
248,"[9, 41, 54, 4]",0.7960092663764954,24,2,9,88,2,41,112,3,54,16,1,4,1.9178624,0.3186688,0.5533696,0.6061568,0.0849664
279,"[52, 52, 40, 17]",0.796253788471222,112,1,52,112,1,52,88,1,40,40,2,17,2.86176,0.3948544,1.6543744,0.3951616,0.0626688
887,"[52, 7, 29, 22]",0.7964756608009338,112,1,52,16,4,7,64,2,29,48,3,22,2.2816128,0.3948544,1.4098432,0.0734208,0.0487936
448,"[48, 24, 24, 46]",0.7966134190559387,104,1,48,56,1,24,56,1,24,96,3,46,2.2208768,0.3751936,1.2920832,0.1064448,0.0924544
286,"[7, 50, 20, 2]",0.7966147363185883,16,4,7,104,3,50,48,1,20,8,3,2,2.2985088,0.360448,1.24928,0.3172864,0.0167936
511,"[9, 58, 6, 57]",0.7966339945793152,24,2,9,120,3,58,16,3,6,120,2,57,2.8173824,0.3186688,1.692672,0.397056,0.0542848
492,"[48, 16, 45, 13]",0.7970423817634582,104,1,48,40,1,16,96,2,45,32,2,13,2.2417792,0.3751936,1.246208,0.1962496,0.0694272
318,"[44, 7, 31, 20]",0.7974177956581116,96,1,44,16,4,7,64,4,31,48,1,20,1.9873664,0.3555328,1.058816,0.1856512,0.0326656
496,"[7, 30, 58, 55]",0.7976016998291016,16,4,7,64,3,30,120,3,58,112,4,55,2.0216832,0.360448,0.518144,0.546304,0.2420864
747,"[36, 23, 54, 10]",0.7976173996925354,80,1,36,48,4,23,112,3,54,24,3,10,2.3667072,0.3162112,1.1689984,0.4359168,0.09088
972,"[15, 23, 28, 4]",0.7977278888225555,32,4,15,48,4,23,64,1,28,16,1,4,1.9326848,0.9158656,0.5484544,0.0846848,0.0289792
579,"[52, 5, 55, 52]",0.7981938719749451,112,1,52,16,2,5,112,4,55,112,1,52,2.7549312,0.3948544,1.376256,0.5257216,0.1033984
154,"[36, 40, 59, 20]",0.7982452690601349,80,1,36,88,1,40,120,4,59,48,1,20,2.497408,0.3162112,0.8720384,0.8507392,0.1037184
285,"[36, 16, 55, 4]",0.7982482969760895,80,1,36,40,1,16,112,4,55,16,1,4,2.098496,0.3162112,0.763904,0.5787136,0.0849664
943,"[56, 0, 39, 1]",0.7983868002891541,120,1,56,8,1,0,80,4,39,8,2,1,2.611072,0.4145152,1.5284224,0.2698752,0.0435584
672,"[19, 44, 44, 56]",0.7984850287437439,40,4,19,96,1,44,96,1,44,120,1,56,2.3429504,1.3115392,0.2910208,0.3053568,0.0803328
685,"[4, 42, 49, 25]",0.7985188484191894,16,1,4,88,3,42,104,2,49,56,2,25,1.9343744,0.1589248,0.917504,0.411648,0.0915968
139,"[3, 43, 57, 33]",0.7989384949207305,8,4,3,88,4,43,120,2,57,72,2,33,2.4446848,0.200704,1.2947456,0.4682752,0.1262592
714,"[1, 43, 56, 28]",0.7993043839931488,8,2,1,88,4,43,120,1,56,64,1,28,2.1932288,0.159744,1.2947456,0.2770432,0.1069952
27,"[8, 43, 4, 4]",0.799328887462616,24,1,8,88,4,43,16,1,4,16,1,4,2.1358208,0.1785856,1.3869056,0.2131456,0.0024832
856,"[36, 0, 55, 41]",0.799505215883255,80,1,36,8,1,0,112,4,55,88,2,41,2.002176,0.3162112,0.6918144,0.5146112,0.1248384
168,"[40, 18, 36, 28]",0.799601149559021,88,1,40,40,3,18,80,1,36,64,1,28,1.9033728,0.335872,1.0938368,0.06784,0.0511232
362,"[23, 21, 36, 0]",0.7997510552406311,48,4,23,48,2,21,80,1,36,8,1,0,2.71904,1.785856,0.4448256,0.0904192,0.0432384
503,"[52, 12, 5, 8]",0.7997753322124481,112,1,52,32,1,12,16,2,5,24,1,8,2.197312,0.3948544,1.4086144,0.036352,0.0027904
275,"[15, 22, 52, 12]",0.7998299241065979,32,4,15,48,3,22,112,1,52,32,1,12,1.8799232,0.9158656,0.4194304,0.101888,0.0880384
815,"[37, 5, 8, 8]",0.8002612352371216,80,2,37,16,2,5,24,1,8,24,1,8,2.7984128,1.7006592,0.7266304,0.0111616,0.0052608
840,"[0, 51, 37, 3]",0.8012017130851745,8,1,0,104,4,51,80,2,37,8,4,3,2.7491328,0.139264,1.7842176,0.426752,0.0441984
858,"[0, 51, 32, 45]",0.8013697504997254,8,1,0,104,4,51,72,1,32,96,2,45,2.690048,0.139264,1.7842176,0.3344896,0.077376
361,"[0, 39, 52, 31]",0.8016216933727265,8,1,0,80,4,39,112,1,52,64,4,31,1.9412608,0.139264,1.0795008,0.2315264,0.1362688
730,"[19, 0, 7, 0]",0.8019145965576172,40,4,19,8,1,0,16,4,7,8,1,0,1.8676352,1.3115392,0.1828864,0.0163328,0.002176
106,"[40, 8, 50, 35]",0.8022970616817474,88,1,40,24,1,8,104,3,50,72,4,35,2.0256128,0.335872,0.8722432,0.3262976,0.1364992
869,"[56, 12, 1, 54]",0.8033050060272217,120,1,56,32,1,12,8,2,1,112,3,54,2.4945664,0.4145152,1.6070656,0.0313856,0.0868992
171,"[9, 39, 52, 24]",0.8035639464855194,24,2,9,80,4,39,112,1,52,56,1,24,2.1659264,0.3186688,1.168384,0.2315264,0.0926464
593,"[56, 7, 16, 38]",0.8042649567127228,120,1,56,16,4,7,40,1,16,80,3,38,2.4480768,0.4145152,1.6050176,0.0136192,0.060224
146,"[0, 43, 31, 4]",0.8050775587558746,8,1,0,88,4,43,64,4,31,16,1,4,2.228672,0.139264,1.2947456,0.4109824,0.0289792
741,"[48, 4, 42, 36]",0.805384349822998,104,1,48,16,1,4,88,3,42,80,1,36,2.1997824,0.3751936,1.1773952,0.229376,0.0631168
190,"[48, 36, 3, 35]",0.8055411756038666,104,1,48,80,1,36,8,4,3,72,4,35,2.3228288,0.3751936,1.360896,0.1767936,0.0552448
859,"[5, 39, 10, 46]",0.8055447518825531,16,2,5,80,4,39,24,3,10,96,3,46,1.9683584,0.2260992,1.1173888,0.1994752,0.0706944
35,"[12, 58, 24, 32]",0.8058721482753753,32,1,12,120,3,58,56,1,24,72,1,32,2.7675904,0.1982464,1.7649664,0.4214272,0.0282496
795,"[25, 18, 12, 0]",0.8064010679721832,56,2,25,40,3,18,32,1,12,8,1,0,1.9482496,0.9510912,0.5818368,0.0530944,0.0075264
277,"[52, 36, 5, 14]",0.8070603847503662,112,1,52,80,1,36,16,2,5,32,3,14,2.497856,0.3948544,1.5560704,0.1816576,0.0105728
502,"[56, 9, 49, 34]",0.8076153874397278,120,1,56,24,2,9,104,2,49,72,3,34,2.685824,0.4145152,1.615872,0.1818624,0.1188736
363,"[52, 36, 7, 12]",0.8080628871917724,112,1,52,80,1,36,16,4,7,32,1,12,2.4987776,0.3948544,1.5560704,0.1900544,0.0030976
725,"[29, 16, 24, 24]",0.8087364614009858,64,2,29,40,1,16,56,1,24,56,1,24,2.124416,1.1747328,0.507904,0.0604672,0.0266112
258,"[33, 2, 53, 8]",0.8091993927955627,72,2,33,8,3,2,112,2,53,24,1,8,2.6204288,1.4245888,0.5740544,0.1805824,0.0865024
340,"[3, 57, 26, 50]",0.80956329703331,8,4,3,120,2,57,56,3,26,104,3,50,1.9897856,0.200704,0.8224768,0.50816,0.103744
806,"[33, 16, 4, 8]",0.8098483443260193,72,2,33,40,1,16,16,1,4,24,1,8,2.4596096,1.4245888,0.6293504,0.0481792,0.0027904
558,"[4, 53, 46, 31]",0.8101660013198853,16,1,4,112,2,53,96,3,46,64,4,31,2.041792,0.1589248,0.7667712,0.6482944,0.1131008
905,"[40, 16, 57, 44]",0.8102558255195618,88,1,40,40,1,16,120,2,57,96,1,44,1.9870464,0.335872,0.9115648,0.27136,0.1135488
166,"[48, 28, 8, 13]",0.8107457399368286,104,1,48,64,1,28,24,1,8,32,2,13,2.1739264,0.3751936,1.3150208,0.1196032,0.009408
0,"[5, 46, 1, 13]",0.8108868300914764,16,2,5,96,3,46,8,2,1,32,2,13,1.910784,0.2260992,1.0768384,0.248064,0.0050816
