Arch_ID,Config,Val_Loss,C2_w,C2_d,C2_idx,C3_w,C3_d,C3_idx,C4_w,C4_d,C4_idx,C5_w,C5_d,C5_idx
384,"[23, 5, 18, 25]",0.7573695123195648,48,4,23,16,2,5,40,3,18,56,2,25
817,"[26, 6, 7, 12]",0.7573695659637452,56,3,26,16,3,6,16,4,7,32,1,12
733,"[40, 40, 38, 23]",0.7575606048107147,88,1,40,88,1,40,80,3,38,48,4,23
445,"[25, 52, 4, 5]",0.7575840651988983,56,2,25,112,1,52,16,1,4,16,2,5
737,"[11, 45, 29, 44]",0.7576142013072967,24,4,11,96,2,45,64,2,29,96,1,44
220,"[40, 29, 53, 32]",0.7576384782791138,88,1,40,64,2,29,112,2,53,72,1,32
982,"[33, 7, 9, 40]",0.7577133059501648,72,2,33,16,4,7,24,2,9,88,1,40
8,"[29, 16, 8, 13]",0.7577483534812928,64,2,29,40,1,16,24,1,8,32,2,13
207,"[13, 39, 10, 28]",0.7578291654586792,32,2,13,80,4,39,24,3,10,64,1,28
580,"[20, 45, 27, 47]",0.7578850567340851,48,1,20,96,2,45,56,4,27,96,4,47
328,"[7, 38, 50, 59]",0.7579287052154541,16,4,7,80,3,38,104,3,50,120,4,59
904,"[48, 56, 22, 51]",0.7579701900482178,104,1,48,120,1,56,48,3,22,104,4,51
696,"[24, 50, 36, 18]",0.7581516921520233,56,1,24,104,3,50,80,1,36,40,3,18
765,"[36, 52, 57, 27]",0.7582760572433471,80,1,36,112,1,52,120,2,57,56,4,27
948,"[36, 53, 23, 5]",0.758331936597824,80,1,36,112,2,53,48,4,23,16,2,5
231,"[11, 27, 54, 18]",0.7583405196666717,24,4,11,56,4,27,112,3,54,40,3,18
458,"[11, 50, 18, 3]",0.7584233045578003,24,4,11,104,3,50,40,3,18,8,4,3
440,"[29, 4, 53, 4]",0.7584505915641785,64,2,29,16,1,4,112,2,53,16,1,4
670,"[18, 25, 17, 20]",0.7585052788257599,40,3,18,56,2,25,40,2,17,48,1,20
68,"[32, 48, 45, 52]",0.7585505902767181,72,1,32,104,1,48,96,2,45,112,1,52
173,"[48, 12, 7, 35]",0.758656769990921,104,1,48,32,1,12,16,4,7,72,4,35
635,"[24, 38, 17, 25]",0.7586988210678101,56,1,24,80,3,38,40,2,17,56,2,25
382,"[24, 35, 4, 3]",0.7587104439735413,56,1,24,72,4,35,16,1,4,8,4,3
84,"[5, 57, 15, 42]",0.7587136030197144,16,2,5,120,2,57,32,4,15,88,3,42
975,"[9, 42, 0, 39]",0.7587812542915344,24,2,9,88,3,42,8,1,0,80,4,39
80,"[12, 57, 37, 4]",0.7590153038501739,32,1,12,120,2,57,80,2,37,16,1,4
477,"[6, 57, 41, 33]",0.7593072831630707,16,3,6,120,2,57,88,2,41,72,2,33
968,"[10, 46, 35, 13]",0.7596043944358826,24,3,10,96,3,46,72,4,35,32,2,13
466,"[10, 57, 27, 48]",0.7596991240978241,24,3,10,120,2,57,56,4,27,104,1,48
616,"[52, 23, 13, 26]",0.7599647879600525,112,1,52,48,4,23,32,2,13,56,3,26
89,"[25, 28, 59, 28]",0.7599960386753082,56,2,25,64,1,28,120,4,59,64,1,28
429,"[19, 44, 48, 34]",0.7600802958011628,40,4,19,96,1,44,104,1,48,72,3,34
359,"[40, 56, 30, 28]",0.7601109147071838,88,1,40,120,1,56,64,3,30,64,1,28
820,"[29, 3, 49, 18]",0.7606126427650451,64,2,29,8,4,3,104,2,49,40,3,18
551,"[33, 25, 4, 8]",0.7606408357620239,72,2,33,56,2,25,16,1,4,24,1,8
5,"[56, 14, 28, 1]",0.7608306229114532,120,1,56,32,3,14,64,1,28,8,2,1
615,"[48, 17, 2, 58]",0.7608779609203339,104,1,48,40,2,17,8,3,2,120,3,58
355,"[19, 16, 56, 21]",0.7609120547771454,40,4,19,40,1,16,120,1,56,48,2,21
58,"[24, 30, 55, 30]",0.7609341561794281,56,1,24,64,3,30,112,4,55,64,3,30
372,"[48, 40, 38, 6]",0.7610380589962006,104,1,48,88,1,40,80,3,38,16,3,6
662,"[40, 20, 47, 54]",0.7611129343509674,88,1,40,48,1,20,96,4,47,112,3,54
575,"[29, 33, 0, 28]",0.7613158583641052,64,2,29,72,2,33,8,1,0,64,1,28
145,"[24, 30, 55, 56]",0.7613270044326782,56,1,24,64,3,30,112,4,55,120,1,56
140,"[19, 17, 22, 32]",0.7614401042461395,40,4,19,40,2,17,48,3,22,72,1,32
877,"[40, 13, 51, 17]",0.7615266621112824,88,1,40,32,2,13,104,4,51,40,2,17
927,"[33, 24, 20, 2]",0.7615958690643311,72,2,33,56,1,24,48,1,20,8,3,2
489,"[11, 31, 46, 24]",0.7616421818733216,24,4,11,64,4,31,96,3,46,56,1,24
82,"[40, 23, 28, 10]",0.761712771654129,88,1,40,48,4,23,64,1,28,24,3,10
388,"[36, 33, 17, 58]",0.7617567300796508,80,1,36,72,2,33,40,2,17,120,3,58
86,"[19, 32, 40, 14]",0.7617725014686585,40,4,19,72,1,32,88,1,40,32,3,14
149,"[11, 49, 23, 41]",0.7618770003318787,24,4,11,104,2,49,48,4,23,88,2,41
846,"[15, 37, 59, 4]",0.7619425296783447,32,4,15,80,2,37,120,4,59,16,1,4
974,"[40, 27, 23, 8]",0.7619505822658539,88,1,40,56,4,27,48,4,23,24,1,8
618,"[5, 38, 49, 54]",0.76237832903862,16,2,5,80,3,38,104,2,49,112,3,54
675,"[6, 49, 49, 55]",0.7624302208423615,16,3,6,104,2,49,104,2,49,112,4,55
796,"[19, 6, 4, 50]",0.7625391006469726,40,4,19,16,3,6,16,1,4,104,3,50
839,"[7, 43, 13, 47]",0.7626905083656311,16,4,7,88,4,43,32,2,13,96,4,47
591,"[32, 57, 4, 56]",0.7627840042114258,72,1,32,120,2,57,16,1,4,120,1,56
813,"[33, 18, 27, 44]",0.7632006824016571,72,2,33,40,3,18,56,4,27,96,1,44
350,"[16, 54, 6, 33]",0.763214385509491,40,1,16,112,3,54,16,3,6,72,2,33
950,"[52, 23, 16, 15]",0.7632453501224518,112,1,52,48,4,23,40,1,16,32,4,15
844,"[16, 37, 58, 7]",0.763318932056427,40,1,16,80,2,37,120,3,58,16,4,7
956,"[28, 57, 48, 35]",0.7637007296085357,64,1,28,120,2,57,104,1,48,72,4,35
886,"[40, 40, 13, 57]",0.7637482821941376,88,1,40,88,1,40,32,2,13,120,2,57
110,"[40, 33, 1, 45]",0.7639829099178315,88,1,40,72,2,33,8,2,1,96,2,45
743,"[52, 23, 19, 42]",0.763990843296051,112,1,52,48,4,23,40,4,19,88,3,42
61,"[40, 48, 21, 28]",0.7640363991260528,88,1,40,104,1,48,48,2,21,64,1,28
552,"[48, 17, 51, 16]",0.7641110002994538,104,1,48,40,2,17,104,4,51,40,1,16
860,"[44, 14, 22, 49]",0.7641894459724426,96,1,44,32,3,14,48,3,22,104,2,49
459,"[9, 39, 8, 22]",0.7643578171730041,24,2,9,80,4,39,24,1,8,48,3,22
595,"[40, 44, 40, 21]",0.7650374412536621,88,1,40,96,1,44,88,1,40,48,2,21
208,"[10, 49, 54, 33]",0.7652871191501618,24,3,10,104,2,49,112,3,54,72,2,33
594,"[48, 44, 26, 21]",0.7653206944465637,104,1,48,96,1,44,56,3,26,48,2,21
484,"[44, 22, 7, 2]",0.7654006063938141,96,1,44,48,3,22,16,4,7,8,3,2
648,"[52, 17, 53, 4]",0.7654704272747039,112,1,52,40,2,17,112,2,53,16,1,4
330,"[48, 21, 24, 53]",0.7658425331115722,104,1,48,48,2,21,56,1,24,112,2,53
577,"[56, 12, 39, 36]",0.7663757026195526,120,1,56,32,1,12,80,4,39,80,1,36
665,"[40, 48, 51, 40]",0.7664297163486481,88,1,40,104,1,48,104,4,51,88,1,40
587,"[44, 38, 16, 20]",0.7665111780166626,96,1,44,80,3,38,40,1,16,48,1,20
111,"[6, 35, 47, 54]",0.7667105734348297,16,3,6,72,4,35,96,4,47,112,3,54
512,"[33, 21, 16, 36]",0.7668609023094177,72,2,33,48,2,21,40,1,16,80,1,36
899,"[19, 12, 0, 49]",0.7670826315879822,40,4,19,32,1,12,8,1,0,104,2,49
570,"[18, 2, 55, 24]",0.7672009289264679,40,3,18,8,3,2,112,4,55,56,1,24
470,"[36, 26, 23, 20]",0.7672941446304321,80,1,36,56,3,26,48,4,23,48,1,20
65,"[56, 13, 7, 4]",0.7673148393630982,120,1,56,32,2,13,16,4,7,16,1,4
626,"[5, 42, 53, 38]",0.7673557996749878,16,2,5,88,3,42,112,2,53,80,3,38
866,"[17, 53, 4, 40]",0.76739621758461,40,2,17,112,2,53,16,1,4,88,1,40
417,"[9, 47, 5, 43]",0.7677546501159668,24,2,9,96,4,47,16,2,5,88,4,43
720,"[19, 6, 35, 44]",0.7677793025970459,40,4,19,16,3,6,72,4,35,96,1,44
343,"[48, 7, 12, 51]",0.7681539535522461,104,1,48,16,4,7,32,1,12,104,4,51
161,"[40, 38, 20, 32]",0.7682826817035675,88,1,40,80,3,38,48,1,20,72,1,32
787,"[33, 16, 21, 13]",0.7684177100658417,72,2,33,40,1,16,48,2,21,32,2,13
374,"[12, 46, 15, 17]",0.7685467362403869,32,1,12,96,3,46,32,4,15,40,2,17
354,"[7, 39, 10, 27]",0.7689958989620209,16,4,7,80,4,39,24,3,10,56,4,27
102,"[9, 47, 11, 21]",0.7693035721778869,24,2,9,96,4,47,24,4,11,48,2,21
602,"[48, 44, 53, 57]",0.7693646907806396,104,1,48,96,1,44,112,2,53,120,2,57
404,"[26, 21, 28, 8]",0.769397634267807,56,3,26,48,2,21,64,1,28,24,1,8
394,"[19, 5, 58, 29]",0.7695274412631988,40,4,19,16,2,5,120,3,58,64,2,29
807,"[6, 57, 50, 1]",0.7696524083614349,16,3,6,120,2,57,104,3,50,8,2,1
872,"[24, 50, 52, 10]",0.7698068082332611,56,1,24,104,3,50,112,1,52,24,3,10
644,"[32, 24, 47, 33]",0.7699013769626617,72,1,32,56,1,24,96,4,47,72,2,33
711,"[28, 57, 28, 29]",0.7699377357959747,64,1,28,120,2,57,64,1,28,64,2,29
405,"[48, 11, 43, 52]",0.770016884803772,104,1,48,24,4,11,88,4,43,112,1,52
386,"[15, 36, 53, 20]",0.7700648844242096,32,4,15,80,1,36,112,2,53,48,1,20
983,"[6, 47, 25, 4]",0.770226389169693,16,3,6,96,4,47,56,2,25,16,1,4
107,"[6, 54, 31, 50]",0.7705033242702484,16,3,6,112,3,54,64,4,31,104,3,50
601,"[48, 10, 41, 42]",0.7705613017082215,104,1,48,24,3,10,88,2,41,88,3,42
418,"[19, 23, 21, 3]",0.770597493648529,40,4,19,48,4,23,48,2,21,8,4,3
288,"[21, 44, 44, 52]",0.7708084225654602,48,2,21,96,1,44,96,1,44,112,1,52
921,"[29, 8, 6, 4]",0.7708936214447022,64,2,29,24,1,8,16,3,6,16,1,4
621,"[28, 41, 32, 28]",0.7709549248218537,64,1,28,88,2,41,72,1,32,64,1,28
959,"[5, 43, 37, 23]",0.7712298274040222,16,2,5,88,4,43,80,2,37,48,4,23
490,"[6, 46, 53, 55]",0.771373164653778,16,3,6,96,3,46,112,2,53,112,4,55
212,"[5, 46, 36, 23]",0.7714400351047516,16,2,5,96,3,46,80,1,36,48,4,23
464,"[9, 41, 55, 7]",0.7716602325439453,24,2,9,88,2,41,112,4,55,16,4,7
12,"[44, 19, 8, 20]",0.7717714488506318,96,1,44,40,4,19,24,1,8,48,1,20
351,"[36, 37, 54, 49]",0.7717869281768799,80,1,36,80,2,37,112,3,54,104,2,49
348,"[44, 24, 30, 13]",0.7719798147678375,96,1,44,56,1,24,64,3,30,32,2,13
59,"[29, 23, 12, 12]",0.7722169816493988,64,2,29,48,4,23,32,1,12,32,1,12
54,"[13, 54, 24, 44]",0.7722475469112396,32,2,13,112,3,54,56,1,24,96,1,44
949,"[18, 22, 5, 20]",0.7724245607852935,40,3,18,48,3,22,16,2,5,48,1,20
782,"[16, 41, 58, 25]",0.7725674629211425,40,1,16,88,2,41,120,3,58,56,2,25
395,"[48, 52, 18, 10]",0.7726427495479584,104,1,48,112,1,52,40,3,18,24,3,10
912,"[44, 15, 29, 17]",0.7727810025215149,96,1,44,32,4,15,64,2,29,40,2,17
893,"[36, 37, 36, 48]",0.7727888762950897,80,1,36,80,2,37,80,1,36,104,1,48
647,"[29, 8, 5, 52]",0.7729914665222168,64,2,29,24,1,8,16,2,5,112,1,52
777,"[44, 15, 22, 25]",0.7730219721794128,96,1,44,32,4,15,48,3,22,56,2,25
926,"[20, 31, 23, 29]",0.7733817875385285,48,1,20,64,4,31,48,4,23,64,2,29
120,"[32, 53, 4, 28]",0.7736390769481659,72,1,32,112,2,53,16,1,4,64,1,28
543,"[48, 56, 25, 13]",0.7738068282604218,104,1,48,120,1,56,56,2,25,32,2,13
334,"[16, 56, 55, 1]",0.7739978969097138,40,1,16,120,1,56,112,4,55,8,2,1
282,"[36, 57, 2, 54]",0.7740170896053314,80,1,36,120,2,57,8,3,2,112,3,54
727,"[25, 7, 23, 29]",0.7742942929267883,56,2,25,16,4,7,48,4,23,64,2,29
746,"[12, 38, 51, 45]",0.7742966771125793,32,1,12,80,3,38,104,4,51,96,2,45
1,"[7, 49, 42, 3]",0.7743858098983765,16,4,7,104,2,49,88,3,42,8,4,3
259,"[6, 49, 57, 11]",0.7745095551013946,16,3,6,104,2,49,120,2,57,24,4,11
539,"[10, 39, 22, 56]",0.7747123003005981,24,3,10,80,4,39,48,3,22,120,1,56
482,"[28, 57, 12, 36]",0.7747980117797851,64,1,28,120,2,57,32,1,12,80,1,36
505,"[18, 23, 17, 12]",0.7748564124107361,40,3,18,48,4,23,40,2,17,32,1,12
165,"[10, 38, 26, 40]",0.7749897539615631,24,3,10,80,3,38,56,3,26,88,1,40
114,"[33, 8, 14, 8]",0.7750191807746887,72,2,33,24,1,8,32,3,14,24,1,8
550,"[44, 16, 38, 38]",0.7751918971538544,96,1,44,40,1,16,80,3,38,80,3,38
560,"[48, 16, 6, 47]",0.7753275215625763,104,1,48,40,1,16,16,3,6,96,4,47
624,"[52, 22, 40, 52]",0.77561936378479,112,1,52,48,3,22,88,1,40,112,1,52
254,"[10, 53, 48, 5]",0.7757056295871735,24,3,10,112,2,53,104,1,48,16,2,5
533,"[19, 9, 28, 33]",0.7757873773574829,40,4,19,24,2,9,64,1,28,72,2,33
3,"[40, 19, 59, 9]",0.7758594214916229,88,1,40,40,4,19,120,4,59,24,2,9
827,"[48, 13, 58, 14]",0.7759916841983795,104,1,48,32,2,13,120,3,58,32,3,14
396,"[16, 53, 52, 13]",0.7761465787887574,40,1,16,112,2,53,112,1,52,32,2,13
356,"[52, 13, 47, 33]",0.7764659881591797,112,1,52,32,2,13,96,4,47,72,2,33
377,"[9, 27, 54, 45]",0.7765117585659027,24,2,9,56,4,27,112,3,54,96,2,45
917,"[12, 38, 53, 20]",0.7767941236495972,32,1,12,80,3,38,112,2,53,48,1,20
657,"[7, 39, 13, 6]",0.7768395781517029,16,4,7,80,4,39,32,2,13,16,3,6
546,"[7, 50, 20, 22]",0.7769300401210785,16,4,7,104,3,50,48,1,20,48,3,22
78,"[11, 46, 11, 10]",0.7769643068313599,24,4,11,96,3,46,24,4,11,24,3,10
671,"[7, 42, 46, 48]",0.7773020207881928,16,4,7,88,3,42,96,3,46,104,1,48
639,"[36, 40, 26, 9]",0.7776611328125,80,1,36,88,1,40,56,3,26,24,2,9
142,"[24, 57, 54, 21]",0.7776650011539459,56,1,24,120,2,57,112,3,54,48,2,21
556,"[9, 50, 15, 35]",0.7779448986053467,24,2,9,104,3,50,32,4,15,72,4,35
237,"[7, 53, 19, 26]",0.7780132234096527,16,4,7,112,2,53,40,4,19,56,3,26
708,"[19, 8, 9, 33]",0.7785364985466003,40,4,19,24,1,8,24,2,9,72,2,33
48,"[25, 0, 57, 29]",0.7786533951759338,56,2,25,8,1,0,120,2,57,64,2,29
919,"[6, 43, 23, 23]",0.7789706528186798,16,3,6,88,4,43,48,4,23,48,4,23
392,"[52, 33, 8, 32]",0.779288363456726,112,1,52,72,2,33,24,1,8,72,1,32
976,"[11, 43, 4, 4]",0.7794521272182464,24,4,11,88,4,43,16,1,4,16,1,4
531,"[33, 8, 11, 36]",0.7801478743553162,72,2,33,24,1,8,24,4,11,80,1,36
284,"[44, 36, 31, 3]",0.7801703214645386,96,1,44,80,1,36,64,4,31,8,4,3
456,"[23, 0, 2, 8]",0.7804665744304657,48,4,23,8,1,0,8,3,2,24,1,8
513,"[12, 57, 49, 19]",0.78055659532547,32,1,12,120,2,57,104,2,49,40,4,19
380,"[48, 37, 44, 44]",0.7806450366973877,104,1,48,80,2,37,96,1,44,96,1,44
611,"[29, 1, 14, 16]",0.7808313608169556,64,2,29,8,2,1,32,3,14,40,1,16
523,"[25, 40, 3, 8]",0.7809514880180359,56,2,25,88,1,40,8,4,3,24,1,8
125,"[48, 7, 26, 51]",0.7811297237873077,104,1,48,16,4,7,56,3,26,104,4,51
658,"[40, 32, 25, 54]",0.7812594175338745,88,1,40,72,1,32,56,2,25,112,3,54
920,"[12, 58, 9, 1]",0.781599485874176,32,1,12,120,3,58,24,2,9,8,2,1
390,"[16, 50, 27, 31]",0.7816488206386566,40,1,16,104,3,50,56,4,27,64,4,31
832,"[9, 54, 37, 13]",0.7816552221775055,24,2,9,112,3,54,80,2,37,32,2,13
852,"[56, 22, 25, 8]",0.7819131731986999,120,1,56,48,3,22,56,2,25,24,1,8
39,"[7, 35, 18, 0]",0.781943678855896,16,4,7,72,4,35,40,3,18,8,1,0
760,"[52, 11, 50, 4]",0.7820035994052887,112,1,52,24,4,11,104,3,50,16,1,4
568,"[16, 23, 55, 52]",0.782068920135498,40,1,16,48,4,23,112,4,55,112,1,52
828,"[32, 56, 23, 40]",0.782110595703125,72,1,32,120,1,56,48,4,23,88,1,40
847,"[36, 36, 54, 7]",0.7821969330310822,80,1,36,80,1,36,112,3,54,16,4,7
13,"[52, 44, 41, 12]",0.7822878658771515,112,1,52,96,1,44,88,2,41,32,1,12
564,"[15, 19, 48, 36]",0.782920640707016,32,4,15,40,4,19,104,1,48,80,1,36
629,"[19, 22, 48, 48]",0.7829370677471161,40,4,19,48,3,22,104,1,48,104,1,48
37,"[52, 29, 12, 24]",0.7829818665981293,112,1,52,64,2,29,32,1,12,56,1,24
25,"[48, 40, 26, 4]",0.7833536982536315,104,1,48,88,1,40,56,3,26,16,1,4
73,"[48, 11, 2, 9]",0.7833643138408661,104,1,48,24,4,11,8,3,2,24,2,9
881,"[8, 39, 36, 26]",0.7833930492401123,24,1,8,80,4,39,80,1,36,56,3,26
540,"[24, 50, 2, 41]",0.7834848761558533,56,1,24,104,3,50,8,3,2,88,2,41
812,"[8, 57, 14, 29]",0.7836044073104859,24,1,8,120,2,57,32,3,14,64,2,29
304,"[48, 9, 35, 47]",0.7839161217212677,104,1,48,24,2,9,72,4,35,96,4,47
871,"[19, 9, 30, 12]",0.7839448630809784,40,4,19,24,2,9,64,3,30,32,1,12
228,"[44, 52, 4, 45]",0.7839937806129456,96,1,44,112,1,52,16,1,4,96,2,45
121,"[1, 42, 49, 38]",0.7844673871994019,8,2,1,88,3,42,104,2,49,80,3,38
18,"[9, 50, 20, 14]",0.7846689343452453,24,2,9,104,3,50,48,1,20,32,3,14
321,"[19, 17, 6, 4]",0.7847793519496917,40,4,19,40,2,17,16,3,6,16,1,4
233,"[11, 45, 1, 13]",0.7848346769809723,24,4,11,96,2,45,8,2,1,32,2,13
993,"[6, 35, 45, 8]",0.7848763167858124,16,3,6,72,4,35,96,2,45,24,1,8
764,"[3, 47, 48, 37]",0.7852270066738128,8,4,3,96,4,47,104,1,48,80,2,37
408,"[52, 14, 40, 36]",0.7853225350379944,112,1,52,32,3,14,88,1,40,80,1,36
293,"[40, 53, 1, 14]",0.7854031145572662,88,1,40,112,2,53,8,2,1,32,3,14
609,"[44, 16, 46, 57]",0.7854621529579162,96,1,44,40,1,16,96,3,46,120,2,57
718,"[52, 13, 11, 9]",0.7855732917785645,112,1,52,32,2,13,24,4,11,24,2,9
572,"[5, 51, 17, 0]",0.7860694408416748,16,2,5,104,4,51,40,2,17,8,1,0
406,"[4, 47, 4, 25]",0.7861262917518616,16,1,4,96,4,47,16,1,4,56,2,25
369,"[7, 46, 50, 47]",0.7866419970989227,16,4,7,96,3,46,104,3,50,96,4,47
833,"[36, 33, 44, 36]",0.7866428911685943,80,1,36,72,2,33,96,1,44,80,1,36
66,"[9, 46, 13, 52]",0.7868072330951691,24,2,9,96,3,46,32,2,13,112,1,52
238,"[19, 4, 52, 9]",0.7868842124938965,40,4,19,16,1,4,112,1,52,24,2,9
426,"[1, 51, 3, 1]",0.7872629225254059,8,2,1,104,4,51,8,4,3,8,2,1
606,"[48, 6, 8, 21]",0.7872903764247894,104,1,48,16,3,6,24,1,8,48,2,21
467,"[24, 38, 23, 19]",0.7873611688613892,56,1,24,80,3,38,48,4,23,40,4,19
83,"[0, 47, 8, 44]",0.7875724077224732,8,1,0,96,4,47,24,1,8,96,1,44
257,"[5, 51, 18, 32]",0.7881347239017487,16,2,5,104,4,51,40,3,18,72,1,32
966,"[0, 47, 20, 35]",0.7883529543876648,8,1,0,96,4,47,48,1,20,72,4,35
991,"[12, 58, 17, 8]",0.7893611371517182,32,1,12,120,3,58,40,2,17,24,1,8
937,"[56, 6, 56, 27]",0.7894916951656341,120,1,56,16,3,6,120,1,56,56,4,27
536,"[7, 53, 17, 21]",0.789655327796936,16,4,7,112,2,53,40,2,17,48,2,21
221,"[6, 46, 6, 2]",0.7896574079990387,16,3,6,96,3,46,16,3,6,8,3,2
447,"[36, 18, 54, 52]",0.7896654486656189,80,1,36,40,3,18,112,3,54,112,1,52
994,"[1, 47, 5, 20]",0.7897051215171814,8,2,1,96,4,47,16,2,5,48,1,20
703,"[6, 46, 55, 0]",0.7898065984249115,16,3,6,96,3,46,112,4,55,8,1,0
878,"[48, 48, 56, 21]",0.7900163650512695,104,1,48,104,1,48,120,1,56,48,2,21
651,"[32, 16, 51, 47]",0.7902780413627625,72,1,32,40,1,16,104,4,51,96,4,47
734,"[56, 7, 57, 59]",0.7902809977531433,120,1,56,16,4,7,120,2,57,120,4,59
528,"[5, 57, 57, 2]",0.7908583223819733,16,2,5,120,2,57,120,2,57,8,3,2
187,"[9, 39, 42, 24]",0.7909893572330475,24,2,9,80,4,39,88,3,42,56,1,24
719,"[1, 43, 26, 7]",0.7914014339447022,8,2,1,88,4,43,56,3,26,16,4,7
345,"[48, 6, 38, 4]",0.7919002771377563,104,1,48,16,3,6,80,3,38,16,1,4
435,"[6, 43, 17, 16]",0.7921037077903748,16,3,6,88,4,43,40,2,17,40,1,16
186,"[19, 18, 5, 44]",0.7925916910171509,40,4,19,40,3,18,16,2,5,96,1,44
836,"[16, 57, 48, 20]",0.792650681734085,40,1,16,120,2,57,104,1,48,48,1,20
759,"[7, 39, 52, 52]",0.7929085671901703,16,4,7,80,4,39,112,1,52,112,1,52
62,"[7, 58, 4, 49]",0.7933733820915222,16,4,7,120,3,58,16,1,4,104,2,49
865,"[44, 10, 34, 17]",0.7935419678688049,96,1,44,24,3,10,72,3,34,40,2,17
706,"[18, 48, 4, 36]",0.7937253475189209,40,3,18,104,1,48,16,1,4,80,1,36
191,"[12, 39, 54, 21]",0.7937280535697937,32,1,12,80,4,39,112,3,54,48,2,21
900,"[19, 7, 14, 16]",0.7941511869430542,40,4,19,16,4,7,32,3,14,40,1,16
94,"[44, 40, 51, 16]",0.7942139029502868,96,1,44,88,1,40,104,4,51,40,1,16
914,"[6, 43, 48, 0]",0.7944655597209931,16,3,6,88,4,43,104,1,48,8,1,0
31,"[7, 43, 6, 16]",0.7951464235782624,16,4,7,88,4,43,16,3,6,40,1,16
248,"[9, 41, 54, 4]",0.7960092663764954,24,2,9,88,2,41,112,3,54,16,1,4
279,"[52, 52, 40, 17]",0.796253788471222,112,1,52,112,1,52,88,1,40,40,2,17
887,"[52, 7, 29, 22]",0.7964756608009338,112,1,52,16,4,7,64,2,29,48,3,22
448,"[48, 24, 24, 46]",0.7966134190559387,104,1,48,56,1,24,56,1,24,96,3,46
286,"[7, 50, 20, 2]",0.7966147363185883,16,4,7,104,3,50,48,1,20,8,3,2
511,"[9, 58, 6, 57]",0.7966339945793152,24,2,9,120,3,58,16,3,6,120,2,57
492,"[48, 16, 45, 13]",0.7970423817634582,104,1,48,40,1,16,96,2,45,32,2,13
318,"[44, 7, 31, 20]",0.7974177956581116,96,1,44,16,4,7,64,4,31,48,1,20
496,"[7, 30, 58, 55]",0.7976016998291016,16,4,7,64,3,30,120,3,58,112,4,55
747,"[36, 23, 54, 10]",0.7976173996925354,80,1,36,48,4,23,112,3,54,24,3,10
972,"[15, 23, 28, 4]",0.7977278888225555,32,4,15,48,4,23,64,1,28,16,1,4
579,"[52, 5, 55, 52]",0.7981938719749451,112,1,52,16,2,5,112,4,55,112,1,52
154,"[36, 40, 59, 20]",0.7982452690601349,80,1,36,88,1,40,120,4,59,48,1,20
285,"[36, 16, 55, 4]",0.7982482969760895,80,1,36,40,1,16,112,4,55,16,1,4
943,"[56, 0, 39, 1]",0.7983868002891541,120,1,56,8,1,0,80,4,39,8,2,1
672,"[19, 44, 44, 56]",0.7984850287437439,40,4,19,96,1,44,96,1,44,120,1,56
685,"[4, 42, 49, 25]",0.7985188484191894,16,1,4,88,3,42,104,2,49,56,2,25
139,"[3, 43, 57, 33]",0.7989384949207305,8,4,3,88,4,43,120,2,57,72,2,33
714,"[1, 43, 56, 28]",0.7993043839931488,8,2,1,88,4,43,120,1,56,64,1,28
27,"[8, 43, 4, 4]",0.799328887462616,24,1,8,88,4,43,16,1,4,16,1,4
856,"[36, 0, 55, 41]",0.799505215883255,80,1,36,8,1,0,112,4,55,88,2,41
168,"[40, 18, 36, 28]",0.799601149559021,88,1,40,40,3,18,80,1,36,64,1,28
362,"[23, 21, 36, 0]",0.7997510552406311,48,4,23,48,2,21,80,1,36,8,1,0
503,"[52, 12, 5, 8]",0.7997753322124481,112,1,52,32,1,12,16,2,5,24,1,8
275,"[15, 22, 52, 12]",0.7998299241065979,32,4,15,48,3,22,112,1,52,32,1,12
815,"[37, 5, 8, 8]",0.8002612352371216,80,2,37,16,2,5,24,1,8,24,1,8
840,"[0, 51, 37, 3]",0.8012017130851745,8,1,0,104,4,51,80,2,37,8,4,3
858,"[0, 51, 32, 45]",0.8013697504997254,8,1,0,104,4,51,72,1,32,96,2,45
361,"[0, 39, 52, 31]",0.8016216933727265,8,1,0,80,4,39,112,1,52,64,4,31
730,"[19, 0, 7, 0]",0.8019145965576172,40,4,19,8,1,0,16,4,7,8,1,0
106,"[40, 8, 50, 35]",0.8022970616817474,88,1,40,24,1,8,104,3,50,72,4,35
869,"[56, 12, 1, 54]",0.8033050060272217,120,1,56,32,1,12,8,2,1,112,3,54
171,"[9, 39, 52, 24]",0.8035639464855194,24,2,9,80,4,39,112,1,52,56,1,24
593,"[56, 7, 16, 38]",0.8042649567127228,120,1,56,16,4,7,40,1,16,80,3,38
146,"[0, 43, 31, 4]",0.8050775587558746,8,1,0,88,4,43,64,4,31,16,1,4
741,"[48, 4, 42, 36]",0.805384349822998,104,1,48,16,1,4,88,3,42,80,1,36
190,"[48, 36, 3, 35]",0.8055411756038666,104,1,48,80,1,36,8,4,3,72,4,35
859,"[5, 39, 10, 46]",0.8055447518825531,16,2,5,80,4,39,24,3,10,96,3,46
35,"[12, 58, 24, 32]",0.8058721482753753,32,1,12,120,3,58,56,1,24,72,1,32
795,"[25, 18, 12, 0]",0.8064010679721832,56,2,25,40,3,18,32,1,12,8,1,0
277,"[52, 36, 5, 14]",0.8070603847503662,112,1,52,80,1,36,16,2,5,32,3,14
