epoch,gt_tiny,gt_small,gt_medium,gt_large,jsar_before_tiny,jsar_before_small,jsar_before_medium,jsar_before_large,jsar_after_tiny,jsar_after_small,jsar_after_medium,jsar_after_large,boost_ratio_tiny,boost_ratio_small,boost_ratio_medium,boost_ratio_large,before_per_gt_tiny,before_per_gt_small,before_per_gt_medium,before_per_gt_large,after_per_gt_tiny,after_per_gt_small,after_per_gt_medium,after_per_gt_large
21,78041,25611,18113,4861,135028,154150,99483,24703,208441,154167,99483,24703,1.5436872352400983,1.0001102821926695,1.0,1.0,1.7302187311797645,6.01889812970989,5.492353558217855,5.081876157169306,2.6709165694955215,6.019561906993089,5.492353558217855,5.081876157169306
22,77869,25659,18151,4866,134500,154740,99568,24667,207065,154740,99568,24667,1.5395167286245353,1.0,1.0,1.0,1.7272598851917964,6.030632526598854,5.485537986887775,5.069256062474311,2.659145487934865,6.030632526598854,5.485537986887775,5.069256062474311
23,78867,25765,17958,4889,137047,154856,98502,24873,209475,154872,98502,24873,1.528490225980868,1.000103321795733,1.0,1.0,1.7376976428671054,6.010324083058412,5.485131974607417,5.087543464921252,2.6560538628323633,6.010945080535611,5.485131974607417,5.087543464921252
24,80836,25831,17726,4823,139455,155625,97097,24533,214575,155631,97097,24533,1.5386683876519307,1.0000385542168675,1.0,1.0,1.7251595823642931,6.024737718245519,5.477659934559404,5.0866680489322,2.654448513038745,6.024969997290078,5.477659934559404,5.0866680489322
25,82725,25351,17619,4909,138734,152271,96784,24619,215900,152279,96784,24619,1.5562154915161388,1.0000525379093852,1.0,1.0,1.677050468419462,6.006508618989389,5.493160792326465,5.015074353228764,2.609851919008764,6.006824188394935,5.493160792326465,5.015074353228764
26,80107,25833,17801,4893,135986,154943,97900,24644,209516,154952,97900,24644,1.5407174267939348,1.0000580858767418,1.0,1.0,1.697554520828392,5.997870940270197,5.499691028593899,5.036582873492745,2.615451833173131,5.998219331862346,5.499691028593899,5.036582873492745
27,77513,26285,17927,4880,136812,158154,98278,24497,209608,158161,98278,24497,1.5320878285530508,1.000044260657334,1.0,1.0,1.7650200611510327,6.016891763363135,5.482121938974731,5.0198770491803275,2.7041657528414587,6.017158074947689,5.482121938974731,5.0198770491803275
28,79449,25612,17896,4897,143013,153838,98153,25099,218147,153845,98153,25099,1.5253648269737716,1.0000455024116277,1.0,1.0,1.800060416115999,6.006481336873341,5.484633437639696,5.125382887482132,2.745748845171116,6.006754646259566,5.484633437639696,5.125382887482132
29,80427,26654,17709,4861,137356,160445,97419,24457,210590,160465,97419,24457,1.533169282739742,1.000124653307987,1.0,1.0,1.7078344337100726,6.019546784722744,5.501101135016094,5.031269286155112,2.6183992937695053,6.020297141142042,5.501101135016094,5.031269286155112
30,77144,26344,18126,4936,132240,158444,98820,25007,203764,158462,98820,25007,1.540865093768905,1.0001136048067456,1.0,1.0,1.7141968267136782,6.014424536896447,5.451837140019861,5.066247974068071,2.6413460541325313,6.015107804433647,5.451837140019861,5.066247974068071
31,78191,26456,18078,4824,136782,159248,99099,24373,209112,159252,99099,24373,1.5287976488134403,1.0000251180548578,1.0,1.0,1.749331764525329,6.019352887813729,5.4817457683372055,5.052446102819237,2.67437428860099,6.019504082249774,5.4817457683372055,5.052446102819237
32,77093,26757,17843,4891,133143,160831,97712,24759,203273,160838,97712,24759,1.526726902653538,1.0000435239474976,1.0,1.0,1.7270439598925973,6.010800911910902,5.476209157652861,5.062154978531997,2.636724475633326,6.011062525694211,5.476209157652861,5.062154978531997
33,73616,26316,17996,4910,130678,158192,98739,24872,200260,158198,98739,24872,1.5324691225761031,1.000037928593102,1.0,1.0,1.7751304064333842,6.01124791001672,5.4867192709490995,5.065580448065173,2.720332536405129,6.011475908192734,5.4867192709490995,5.065580448065173
34,79481,26559,17600,4956,138736,160439,96555,24914,213692,160447,96555,24914,1.5402779379540998,1.0000498631878783,1.0,1.0,1.7455240875177715,6.040852441733499,5.486079545454546,5.027037933817595,2.688592242171085,6.041153657893746,5.486079545454546,5.027037933817595
35,78627,26398,17533,4911,138445,158812,96447,24883,211363,158814,96447,24883,1.5266929105420926,1.0000125935067878,1.0,1.0,1.7607819196967962,6.016061822865368,5.500884047225233,5.066788841376502,2.688173273811795,6.016137586180771,5.500884047225233,5.066788841376502
36,78477,26094,17740,4950,136077,156985,97570,25207,207463,156991,97570,25207,1.5246000426229267,1.000038220212122,1.0,1.0,1.7339730112007339,6.0161339771595,5.5,5.092323232323232,2.6436153267836437,6.016363915076263,5.5,5.092323232323232
37,79109,25935,17778,4870,135100,155637,97599,24662,209405,155641,97599,24662,1.55,1.0000257008294944,1.0,1.0,1.7077702916229507,6.001041064198959,5.489875126560918,5.064065708418891,2.6470439520155735,6.001195295932138,5.489875126560918,5.064065708418891
38,78885,25840,17871,4928,137003,155560,97932,24871,211964,155568,97932,24871,1.547148602585345,1.0000514271020828,1.0,1.0,1.7367433605881981,6.020123839009288,5.479939566896089,5.046875,2.6870000633834064,6.020433436532508,5.479939566896089,5.046875
39,78185,25936,18081,4883,131997,156061,98900,24667,205706,156070,98900,24667,1.5584142063834785,1.0000576697573385,1.0,1.0,1.6882650124704228,6.017157618753855,5.469830208506167,5.051607618267458,2.631016179574087,6.017504626773596,5.469830208506167,5.051607618267458
40,76764,26433,18243,4813,138033,158954,99924,24221,210715,158964,99924,24221,1.5265552440358465,1.0000629112825095,1.0,1.0,1.79814756917305,6.013468013468014,5.477388587403388,5.032412216912529,2.744971601271429,6.01384632845307,5.477388587403388,5.032412216912529
41,78596,26848,17725,4900,139103,162108,97195,25060,211882,162119,97195,25060,1.523202231440012,1.0000678559972365,1.0,1.0,1.769848338337829,6.037991656734207,5.483497884344147,5.114285714285714,2.6958369382665786,6.03840137067938,5.483497884344147,5.114285714285714
42,80340,25555,18113,4800,137264,153219,99616,24190,210232,153226,99616,24190,1.5315887632591212,1.0000456862399572,1.0,1.0,1.7085387104804581,5.995656427313637,5.499696350687351,5.039583333333334,2.6167786905650985,5.9959303463118765,5.499696350687351,5.039583333333334
43,79885,25963,17904,4807,137325,156369,98309,24379,212522,156377,98309,24379,1.5475841980702711,1.0000511610357552,1.0,1.0,1.7190336108155473,6.022763162962677,5.490895889186774,5.071562304971916,2.6603492520498215,6.023071293764203,5.490895889186774,5.071562304971916
44,81488,26366,17727,4774,135605,158515,96949,24191,210624,158525,96949,24191,1.5532170642675418,1.000063085512412,1.0,1.0,1.6641100530139408,6.012098915269665,5.4690020872115985,5.067239212400502,2.5847241311604163,6.012478191610407,5.4690020872115985,5.067239212400502
45,81342,25840,17601,4903,139035,155321,96535,24850,214279,155329,96535,24850,1.5411874707807387,1.0000515062354736,1.0,1.0,1.7092645865604486,6.010874613003096,5.484631555025283,5.068325514990822,2.6342971650561826,6.011184210526316,5.484631555025283,5.068325514990822
46,78103,26361,18061,4802,135660,159006,98922,24488,208735,159018,98922,24488,1.5386628335544745,1.000075468850232,1.0,1.0,1.7369371214934126,6.031865255491066,5.477105365151432,5.09954185755935,2.6725605930630065,6.032320473426653,5.477105365151432,5.09954185755935
47,79173,26456,18127,4792,133780,159089,99299,24098,205219,159097,99299,24098,1.534003587980266,1.0000502863177216,1.0,1.0,1.6897174541826128,6.01334290898095,5.477961052573509,5.028797996661102,2.592032637389009,6.013645297853039,5.477961052573509,5.028797996661102
48,77385,26549,17862,4883,134910,159408,98008,24660,204357,159417,98008,24660,1.5147653991549923,1.0000564588979224,1.0,1.0,1.7433611164954448,6.00429394704132,5.486955548090919,5.050174073315585,2.6407830974995155,6.004632942860371,5.486955548090919,5.050174073315585
49,76943,26578,17872,4866,137382,160319,98173,24768,209170,160330,98173,24768,1.522542982341209,1.0000686132024277,1.0,1.0,1.785503554579364,6.032018963052148,5.493117726051925,5.090012330456227,2.7185059069700945,6.0324328391903075,5.493117726051925,5.090012330456227
50,80398,25827,17747,4862,133616,155450,96799,24491,208050,155452,96799,24491,1.5570740031133996,1.0000128658732712,1.0,1.0,1.6619318888529566,6.0188949548921675,5.454386656899758,5.037227478403949,2.5877509390780866,6.0189723932318895,5.454386656899758,5.037227478403949
51,78739,25487,17960,4855,135057,153685,98593,24527,208871,153694,98593,24527,1.5465396092020407,1.0000585613430069,1.0,1.0,1.7152491141619781,6.02993683054106,5.489587973273942,5.051905252317199,2.6527006947002123,6.0302899517401025,5.489587973273942,5.051905252317199
52,77244,26500,17955,4837,133959,159267,98789,24328,205424,159272,98789,24328,1.5334841257399652,1.0000313938229515,1.0,1.0,1.7342317849930091,6.010075471698113,5.5020328599275965,5.029563779201984,2.659416912640464,6.010264150943396,5.5020328599275965,5.029563779201984
53,81743,25132,17927,4867,133813,150628,97930,24741,208295,150637,97930,24741,1.5566125862210698,1.000059749847306,1.0,1.0,1.636996440062146,5.993474454878243,5.462709878953534,5.083418943907952,2.5481692621998215,5.993832564061754,5.462709878953534,5.083418943907952
54,78687,26620,17730,4946,133752,160317,97395,25099,206759,160329,97395,25099,1.5458385668999342,1.0000748517000693,1.0,1.0,1.6997979335849631,6.022426746806912,5.493231810490694,5.074605742013748,2.627613201672449,6.022877535687453,5.493231810490694,5.074605742013748
55,78418,26133,17491,4947,134324,157301,96213,24936,206262,157308,96213,24936,1.5355558202555015,1.0000445006706886,1.0,1.0,1.7129230533806015,6.019247694485899,5.500714653250243,5.040630685263796,2.630288964268408,6.019515555045345,5.500714653250243,5.040630685263796
56,80363,26325,17857,4802,139638,158787,98180,24202,215564,158799,98180,24202,1.5437345135278362,1.0000755729373312,1.0,1.0,1.7375906822791582,6.0317948717948715,5.49812398499188,5.039983340274885,2.6823787066187177,6.032250712250712,5.49812398499188,5.039983340274885
57,78872,26247,17755,4902,137759,158116,97666,24834,212677,158131,97666,24834,1.5438337967029376,1.000094867059627,1.0,1.0,1.7466147682320723,6.024155141539985,5.500760349197409,5.06609547123623,2.6964829090171416,6.024726635425001,5.500760349197409,5.06609547123623
58,79601,26694,17761,4756,134669,160135,97368,24093,206372,160141,97368,24093,1.5324387943773252,1.0000374683860493,1.0,1.0,1.6918003542669062,5.998913613546115,5.482123754293114,5.065811606391926,2.5925804952199094,5.9991383831572636,5.482123754293114,5.065811606391926
59,78438,26500,18109,4861,133326,159065,98895,24517,206378,159067,98895,24517,1.5479201356074583,1.000012573476252,1.0,1.0,1.6997628700374818,6.0024528301886795,5.461096692252471,5.043612425426867,2.631097172288942,6.002528301886793,5.461096692252471,5.043612425426867
60,80282,26207,17649,4913,136822,157660,96629,24875,210216,157672,96629,24875,1.5364195816462265,1.0000761131548903,1.0,1.0,1.704267457213323,6.015949937039722,5.475041078814663,5.06309790352127,2.618469893624972,6.016407829969093,5.475041078814663,5.06309790352127
61,77657,26302,17964,4888,134577,159041,98750,24708,207777,159048,98750,24708,1.5439265253349383,1.0000440138077602,1.0,1.0,1.7329667641036868,6.046726484677971,5.497105321754621,5.054828150572831,2.6755733546235367,6.046992624135047,5.497105321754621,5.054828150572831
62,80216,25511,18112,4879,138968,153136,99862,24456,214847,153145,99862,24456,1.5460177882678026,1.0000587712882667,1.0,1.0,1.7324224593597288,6.002743914389871,5.513582155477032,5.01250256200041,2.678355938964795,6.003096703382854,5.513582155477032,5.01250256200041
63,76450,27293,17939,4786,130649,164522,98286,24062,199030,164535,98286,24062,1.523394744697625,1.0000790167880282,1.0,1.0,1.7089470241988227,6.027992525556003,5.4789007191036285,5.027580442958629,2.6034009156311315,6.028468838163632,5.4789007191036285,5.027580442958629
64,78413,25955,17895,4879,138236,155708,98103,24865,211796,155716,98103,24865,1.5321334529355595,1.0000513782207723,1.0,1.0,1.7629219644701772,5.999152379117704,5.482145850796312,5.096331215412994,2.701031716679632,5.999460604893084,5.482145850796312,5.096331215412994
65,81111,25408,17958,4844,139117,152417,98301,24422,212901,152422,98301,24422,1.5303737142117786,1.0000328047396287,1.0,1.0,1.71514344540198,5.998779911838791,5.473939191446709,5.041701073492981,2.624810444945815,5.998976700251889,5.473939191446709,5.041701073492981
66,78079,26683,17768,4959,136337,160926,97696,25158,210727,160934,97696,25158,1.545633247027586,1.0000497122901209,1.0,1.0,1.7461417282495935,6.031030993516471,5.4984241332733,5.073200241984271,2.69889470920478,6.031330809878949,5.4984241332733,5.073200241984271
67,81725,25237,17709,4809,134614,151544,97043,24319,209725,151552,97043,24319,1.557973167724011,1.0000527899487937,1.0,1.0,1.6471581523401653,6.004834172048976,5.479868993167316,5.0569765023913495,2.5662282043438362,6.005151166937433,5.479868993167316,5.0569765023913495
68,81290,24821,17966,4859,137454,148701,98227,24644,213515,148710,98227,24644,1.5533560318361053,1.0000605241390441,1.0,1.0,1.690909090909091,5.990935095282221,5.467382834242458,5.071825478493517,2.6265838356501416,5.9912976914709315,5.467382834242458,5.071825478493517
69,79134,26086,17602,4884,136690,157343,96866,24707,210207,157355,96866,24707,1.537837442387885,1.0000762665005751,1.0,1.0,1.7273232744458766,6.031702829103734,5.503124644926713,5.058763308763309,2.656342406550914,6.032162845971019,5.503124644926713,5.058763308763309
70,78128,26962,17988,4756,137232,162938,98867,24072,208943,162944,98867,24072,1.5225530488515797,1.0000368238225583,1.0,1.0,1.7565021503174278,6.0432460499962914,5.4962752946408715,5.061396131202692,2.6743677042801557,6.043468585416512,5.4962752946408715,5.061396131202692
71,80023,26085,18021,4807,134490,157495,98927,24314,206996,157506,98927,24314,1.5391181500483306,1.000069843487095,1.0,1.0,1.68064181547805,6.03776116542074,5.489539981133122,5.0580403578115245,2.586706321932444,6.038182863714779,5.489539981133122,5.0580403578115245
72,80636,25396,18095,4759,137792,152773,99293,24266,213683,152778,99293,24266,1.5507649210404086,1.0000327282962302,1.0,1.0,1.7088149213750683,6.015632383052449,5.4873169383807685,5.0989703719268755,2.6499702366188798,6.015829264451095,5.4873169383807685,5.0989703719268755
73,82960,25491,17785,4911,138562,152951,97285,24610,214695,152962,97285,24610,1.5494507873731616,1.0000719184575453,1.0,1.0,1.6702266152362584,6.000196147659959,5.470059038515603,5.011199348401547,2.587933944069431,6.000627672511867,5.470059038515603,5.011199348401547
74,77580,26193,17964,4825,136264,157439,98429,24350,210054,157448,98429,24350,1.5415223389890214,1.000057164997237,1.0,1.0,1.7564320701211653,6.0107280571144965,5.479236250278334,5.046632124352332,2.7075792730085073,6.011071660367274,5.479236250278334,5.046632124352332
75,80051,25710,17593,4815,141274,154693,96832,24333,216457,154707,96832,24333,1.5321786032815663,1.000090501832662,1.0,1.0,1.7647999400382257,6.016841695838195,5.504007275620985,5.053582554517134,2.7039887071991604,6.017386231038507,5.504007275620985,5.053582554517134
76,80934,26734,17823,4801,135559,161402,97573,24382,207999,161408,97573,24382,1.534379864118207,1.000037174260542,1.0,1.0,1.6749326611807152,6.037330739881798,5.474555349828873,5.078525307227661,2.569982949069612,6.037555173187701,5.474555349828873,5.078525307227661
77,78851,25779,18086,4831,137617,154929,99019,24369,210742,154932,99019,24369,1.5313660376261653,1.0000193637085375,1.0,1.0,1.7452790706522427,6.009891772372861,5.474897710936636,5.044297246946802,2.6726610949766014,6.010008146165483,5.474897710936636,5.044297246946802
78,79462,25277,18231,4766,133286,150954,99895,23972,206852,150965,99895,23972,1.551940939033357,1.000072869880891,1.0,1.0,1.6773552138128918,5.971990346955731,5.479403214305304,5.0297943768359215,2.603156225617276,5.972425525180995,5.479403214305304,5.0297943768359215
79,80250,25153,17835,4790,136789,150674,97654,24294,212357,150686,97654,24294,1.5524420823311815,1.0000796421413116,1.0,1.0,1.7045358255451712,5.990299367868644,5.475413512755817,5.071816283924844,2.6461931464174455,5.9907764481373995,5.475413512755817,5.071816283924844
80,79741,26385,17282,4865,137770,158327,94612,24729,211915,158334,94612,24729,1.538179574653408,1.0000442122948077,1.0,1.0,1.7277184886068648,6.000644305476596,5.474597847471357,5.0830421377183965,2.6575412899261357,6.000909607731666,5.474597847471357,5.0830421377183965
