epoch,iteration,record_type,scheduler,scale_0.3500,scale_0.4500,scale_0.6000,scale_0.8000,scale_1.0000,scale_1.2000,scale_1.4000,scale_1.6000,scale_1.8000,scale_2.0000
30,12091,epoch_end,adaptive_sr,0.047626182947683476,0.060729630942204516,0.08813996505494631,0.11544337880225258,0.13007986593708504,0.12048161871177666,0.12171586270791046,0.11231265652383532,0.11008250486844744,0.09338833350385822
31,12494,epoch_end,adaptive_sr,0.04760783220048791,0.06071375848754783,0.08812927679505642,0.11542358531883598,0.1300318604512743,0.12045191379536105,0.12170736809904067,0.11234360672742544,0.11015199913283913,0.0934387989921313
32,12897,epoch_end,adaptive_sr,0.04757856189795967,0.060675557647985684,0.08807239468900566,0.11535728033389829,0.12998325731704646,0.12046544893697485,0.12175936964609058,0.11240073802699983,0.11021910913674215,0.09348828236729685
33,13300,epoch_end,adaptive_sr,0.04752931815756131,0.06059985038190135,0.08794132992608863,0.11519643907641232,0.12986722674967574,0.12044297743492736,0.12180766592794492,0.11253062568765271,0.11043128957754308,0.09365327708029259
34,13703,epoch_end,adaptive_sr,0.047494628212859796,0.06054750901545442,0.08785206458605788,0.11509966046796208,0.1298282370037988,0.12045024302898162,0.12184850830842561,0.11260380444186899,0.11053908752089492,0.0937362574136959
35,14106,epoch_end,adaptive_sr,0.04747252085551036,0.06051550270813635,0.08779935124604737,0.11503829110717279,0.12978961908292064,0.12044509834995104,0.1218691235006863,0.11265371792816636,0.11061907755723632,0.09379769766417248
36,14509,epoch_end,adaptive_sr,0.04744821169448629,0.06047832014469083,0.0877352395673272,0.11497048046896893,0.12976786227572823,0.12045149541468866,0.12189648114060173,0.11270375456878708,0.11069324974981376,0.09385490497490728
37,14912,epoch_end,adaptive_sr,0.04742559590602949,0.06044303561087433,0.0876734540283368,0.11489639904006083,0.12971943836869065,0.12045152391988442,0.12192956271857659,0.11276192203125177,0.11077816177228667,0.09392090660400822
38,15315,epoch_end,adaptive_sr,0.047402776875560354,0.06040654621384812,0.08760836839351654,0.1148169401877244,0.12966518414097164,0.12043422239356397,0.12194337758685787,0.11282499919463329,0.11088951663909924,0.0940080683742246
39,15718,epoch_end,adaptive_sr,0.047368656487645266,0.06034962231217863,0.08750374315925018,0.11469562382309564,0.1296015859333872,0.1204386960343207,0.12199431748188083,0.11291519564232873,0.11102111864512919,0.09411144048078368
40,16121,epoch_end,adaptive_sr,0.04735534649333312,0.06032853134016818,0.08746637561648346,0.11464036276266039,0.1295388966942674,0.12041361644594234,0.12199965265012822,0.11296368500927251,0.11111132399296203,0.09418220899478237
41,16524,epoch_end,adaptive_sr,0.04734410692987432,0.0603106244987648,0.08743452188750057,0.11460638753373184,0.12952831373214718,0.12040311339910625,0.1219951210803128,0.11298895041169944,0.11116481335278953,0.09422404717407325
42,16927,epoch_end,adaptive_sr,0.04732791673725262,0.060283715939006874,0.08738519220435059,0.11454589066907955,0.12948744007802496,0.12040565406929431,0.12202562341792014,0.11303540476287534,0.11122884109871711,0.09427432102347855
43,17330,epoch_end,adaptive_sr,0.047308491759111684,0.060250874562875346,0.08732428585236955,0.11446507493573861,0.12941799124036826,0.12038037038596225,0.12203642435419879,0.11310100408162113,0.11134754637052,0.09436793645723418
44,17733,epoch_end,adaptive_sr,0.04729377996166297,0.060226049133543194,0.08727830430984229,0.11439787594449778,0.12934525113379494,0.12036702064106114,0.12206307271920606,0.1131575262888325,0.11143457228734034,0.09443654758021885
45,18136,epoch_end,adaptive_sr,0.04727642163847033,0.06019641939114792,0.08722300470555093,0.11433409501552445,0.12931361459458532,0.1203639451076915,0.12208169550134956,0.113204563826642,0.11151011664232383,0.09449612357671398
46,18539,epoch_end,adaptive_sr,0.04726772205947892,0.060181782637868365,0.08719594832569742,0.11429097093122521,0.12925917093620773,0.12034712337756255,0.12209201195444135,0.11324253262824294,0.1115752419369264,0.09454749521234912
47,18942,epoch_end,adaptive_sr,0.04724140390831476,0.06013623450287585,0.0871101741157101,0.1141840467499928,0.12918484939151786,0.12033202382496908,0.12212099842129208,0.1133249520269742,0.11171073751457439,0.0946545795437789
48,19345,epoch_end,adaptive_sr,0.04721143861276927,0.060084219916945396,0.08701203591280089,0.11405863313126953,0.12909006243575802,0.12030468251074104,0.12214630384962337,0.11342327930464761,0.11188052295212975,0.09478882137331529
49,19748,epoch_end,adaptive_sr,0.04720305246698743,0.060069852811470974,0.0869851575886337,0.11402414932655475,0.1290636026555361,0.12028342110398799,0.12213559695832332,0.11345122957736278,0.11194454210016627,0.09483939541097683
50,20151,epoch_end,adaptive_sr,0.047189022051577094,0.06004556111113632,0.08693940090837014,0.1139717167999775,0.12903886969616585,0.12028684521769245,0.1221579311063877,0.11348917880327765,0.11199903012074036,0.09488244418467479
51,20554,epoch_end,adaptive_sr,0.0471832409643736,0.06003564257017014,0.08692082747061199,0.11395579447021355,0.1290462337890094,0.12028718598592521,0.12215621511972682,0.11349841095882239,0.11201858428457691,0.09489786438657004
52,20957,epoch_end,adaptive_sr,0.04716601238495614,0.060005676390811766,0.08686421625322084,0.11388901967679237,0.12900947574871469,0.12030023914406121,0.12219864560562706,0.11354703450880707,0.1120762384417501,0.09494344184525857
53,21360,epoch_end,adaptive_sr,0.047146133194641705,0.059971047038071094,0.08679873190105639,0.11380101717272452,0.12893221399546995,0.12028731864043532,0.12223003845528967,0.11361734557452106,0.11218594200389584,0.09503021202389442
54,21763,epoch_end,adaptive_sr,0.04713310863314875,0.059948375696310785,0.08675588102560765,0.11374376540847943,0.12888277713002905,0.12027449180899404,0.12224428030256644,0.11366320459236647,0.11226297627919705,0.09509113912330047
55,22166,epoch_end,adaptive_sr,0.04711938944294334,0.05992447100895563,0.08671066989432295,0.11368873634573429,0.1288478630497602,0.12028978250170558,0.12228751083226473,0.11370374714328964,0.1123041405543088,0.09512368922671496
56,22569,epoch_end,adaptive_sr,0.04709977843394388,0.05989025208836856,0.08664589354049594,0.11361971159692358,0.12883048970194466,0.12026232698155909,0.12226742602000114,0.11375286571797183,0.11241771632414466,0.09521353959464683
57,22972,epoch_end,adaptive_sr,0.04707139111460688,0.059840679890106434,0.08655200593687498,0.11350889098197402,0.12876966629865946,0.12026899060364182,0.1223181575229266,0.11383424023954686,0.1125320133412864,0.09530396407037646
58,23375,epoch_end,adaptive_sr,0.04705826060987074,0.059817766883784346,0.08650862948940048,0.11344068876083634,0.12868636286796806,0.12024551982870335,0.12233692632963052,0.11389320172260348,0.1126306464116222,0.09538199709558046
59,23778,epoch_end,adaptive_sr,0.04704279468481372,0.05979076371510042,0.08645749223763508,0.11336976549802287,0.12861917124642896,0.12021259762027996,0.12233539629589427,0.11395184679519113,0.11274650768703079,0.09547366421960275
60,24181,epoch_end,adaptive_sr,0.04702097188948744,0.05975264243695433,0.08638527711947003,0.11327694757765962,0.12854798829415343,0.12018962721938406,0.12235103199851591,0.11402480024631848,0.11287521535009981,0.09557549786795688
61,24584,epoch_end,adaptive_sr,0.046992319895709914,0.05970257867113756,0.08629042332390027,0.113158570942996,0.12846567710631607,0.12019272256678804,0.12240884834126886,0.11411471348154983,0.11299995358574046,0.095674192084593
62,24987,epoch_end,adaptive_sr,0.04696682064510891,0.059658021903829815,0.08620600125545122,0.11307051212192488,0.12844859995204927,0.12021955387133962,0.12246122564936168,0.11417316465245825,0.11306803921440209,0.09572806073407426
63,25390,epoch_end,adaptive_sr,0.04695834530162827,0.059643219800379746,0.0861779645739965,0.11303083595395076,0.12840903670629844,0.12021448399840282,0.12247877512074994,0.1142055621040744,0.11311587162857792,0.09576590481194122
64,25793,epoch_end,adaptive_sr,0.046936376111354955,0.05960482781849672,0.08610521871782982,0.11296490109738042,0.12842690252950298,0.12022652381388489,0.12249181128572492,0.11424483375029616,0.11318109476474095,0.09581751011078819
65,26196,epoch_end,adaptive_sr,0.04691223998588706,0.05956264596902018,0.08602528807699775,0.11288712245558613,0.12842918688757046,0.1202353898255091,0.12250985124224423,0.11429447006082619,0.113262156854406,0.09588164864195288
66,26599,epoch_end,adaptive_sr,0.04689687554845578,0.059535795430101054,0.08597441043623746,0.1128103110753677,0.1283419673048091,0.12020326552198264,0.12252018607304152,0.11436010155792796,0.11338122607165142,0.09597586098042547
67,27002,epoch_end,adaptive_sr,0.04688407270385164,0.05951342125338206,0.08593201455139383,0.11276999861095277,0.1283464000131226,0.1201948309158744,0.12251089187543811,0.11438601372573586,0.11343999533476229,0.09602236101548649
68,27405,epoch_end,adaptive_sr,0.046866644053730144,0.05948296009407562,0.08587429145070857,0.11268435684630448,0.12825204107843932,0.12018649370251716,0.12255675065325292,0.11445723134814975,0.11353873925862468,0.09610049151419742
69,27808,epoch_end,adaptive_sr,0.046860250975753893,0.05947178832786227,0.08585312342692591,0.11264595090307612,0.12819490042315987,0.12015630044764472,0.12255042699140739,0.11449299145975556,0.11361412616512577,0.09616014087928858
70,28211,epoch_end,adaptive_sr,0.04684311375488187,0.05944183507380306,0.08579636106492752,0.11258010885282155,0.12816198876386184,0.1201556059373726,0.122572846256439,0.11454105833358746,0.11368827285684521,0.09621880910545992
71,28614,epoch_end,adaptive_sr,0.04681296127508189,0.05938913054450575,0.08569648122635992,0.11246341244646528,0.1281013001692796,0.12015785192530494,0.12261831871595165,0.11462643940533158,0.11381501241502012,0.09631909187669929
72,29017,epoch_end,adaptive_sr,0.04678677438623232,0.05934335745693564,0.08560973691876031,0.11235722383461252,0.12803274107110893,0.12016513102582985,0.12267334536243138,0.11470599292001404,0.11392197270814886,0.09640372431592617
73,29420,epoch_end,adaptive_sr,0.04677088341448844,0.05931558133856616,0.08555709895943699,0.11229193357297873,0.12798832355944076,0.12017222781432707,0.12271175361189643,0.1147551284677509,0.1139841484400924,0.09645292082102212
74,29823,epoch_end,adaptive_sr,0.0467464801975984,0.059272925498024806,0.08547626152631589,0.11219728410883342,0.12793860868460255,0.12016869061764018,0.12274190266009441,0.11482474875822658,0.11409358508686085,0.0965395128618029
75,30226,epoch_end,adaptive_sr,0.046720596201529435,0.059227681027614124,0.08539051801546109,0.11210145455635566,0.12790058467468304,0.12018147492712056,0.12278745541135518,0.11489236767108646,0.11418557074297533,0.09661229677181911
76,30629,epoch_end,adaptive_sr,0.04670880574182106,0.059207071951758436,0.08535146179385333,0.11205328794010208,0.1278685639842737,0.12018401276139978,0.12281189183160607,0.11492864261007836,0.11423491829129157,0.09665134309381565
77,31032,epoch_end,adaptive_sr,0.04669992284442872,0.059191545167995976,0.08532203705397365,0.11201078176297623,0.1278243891695393,0.12016470072811944,0.12281351573460736,0.11496438567221418,0.11430328410436666,0.0967054377617783
78,31435,epoch_end,adaptive_sr,0.04667305025416973,0.0591445721995217,0.08523301728355048,0.11192085243650504,0.12781582978634737,0.12020330789287939,0.12287706102596162,0.11502203259312974,0.11435997885724139,0.09675029767069357
79,31838,epoch_end,adaptive_sr,0.04666635792274339,0.05913287433258753,0.08521084863054992,0.11189948353634546,0.12781702814586143,0.12021458496038619,0.1228932474013219,0.11503509654686174,0.11437125703406646,0.09675922148927601
80,32241,epoch_end,adaptive_sr,0.04666920051221482,0.05913784348209368,0.08522026620623264,0.11191345495983171,0.12783247377086884,0.12021101686863181,0.12287931677652053,0.11502373811520898,0.11436132593586408,0.09675136337253297
